graph,condition,run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
cancer,anon,20260820T055114Z,2026-08-20T05:51:21.647880+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260820,2654167437,5,4,300,150,1,0,4,0,success,,2.731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,2,4,,0.857143,3,0,0.5,0,1,1,0,0,710,92,0,802,0.0001617,2.7107
cancer,anon,20260820T055114Z,2026-08-20T05:51:19.902613+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260820,2654167437,5,4,300,150,1,0,4,0,success,,4.592,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09912,0.74248,0.76554,,,0,,2,3,,0.857143,3,0,0.5,0,0,1,0,0,1102,419,0,1521,0.00093512,4.415
cancer,anon,20260820T055114Z,2026-08-20T05:51:23.614044+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260820,2654167437,5,4,300,150,1,0,4,0,success,,2.242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.70403,0.33177,0.92078,,,0,,0,2,,0.857143,3,0,0.5,0,1,1,0,0,773,132,0,905,0.0007825,2.0029
cancer,anon,20260820T055114Z,2026-08-20T05:51:22.056050+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260820,2654167437,5,4,300,150,1,0,4,0,success,,3.862,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.33177,0.92078,,,0,,1,1,,0.857143,3,0,0.5,0,0,1,0,0,1406,259,0,1665,0.002701,3.6779
cancer,named,20260820T055114Z,2026-08-20T05:51:14.060028+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260820,2654167437,5,4,300,150,1,0,4,0,success,,12.32,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,0.71178,0.82183,,,0,,1,2,,0.857143,3,0,0.5,0,0,1,0,0,1512,499,0,2011,0.004007,6.6219
cancer,shared,20260820T055114Z,2026-08-20T05:51:26.405430+00:00,study2_semantic,probe_skel_only,,none,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,0.21,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,24,0,0,0.888889,-1,-1,2.30259,0.69315,0.5,,,,,,,,0.888889,5,0,0.5,0,0,,,,,,,,,
cancer,named,20260820T055114Z,2026-08-20T05:51:24.398884+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,2.226,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.80777,1.09459,0.44146,,,0,,2,2,,0.888889,5,0,0.5,0,0,1,0,0,802,87,0,889,0.0001725,1.8557
cancer,shared,20260820T055114Z,2026-08-20T05:51:26.674170+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,0.367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,40,0,1,1.0,1,1,2.3977,0.45432,0.87842,,,,,1,0,,0.888889,5,0,0.5,1,0,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:26.639114+00:00,study2_semantic,probe_random_edits,,none,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,0.516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,0,1,1.0,1,1,2.72845,0.46764,0.87688,,,,,4,4,,0.888889,5,0,0.5,1,0,,,,,,,,,
cancer,named,20260820T055114Z,2026-08-20T05:51:24.517717+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,2.749,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.66523,0.76794,0.49287,,,0,,2,1,,0.888889,5,0,0.5,0,0,1,0,0,792,222,0,1014,0.001593,2.2776
cancer,named,20260820T055114Z,2026-08-20T05:51:23.993037+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,3.391,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.67339,1.03049,0.44717,,,0,,0,1,,0.888889,5,0,0.5,0,0,1,0,0,1197,310,0,1507,0.0008035,3.1848
cancer,named,20260820T055114Z,2026-08-20T05:51:25.942562+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,2.476,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,24,24,0,0.888889,-1,-1,2.30259,0.69315,0.5,,,0,,0,0,,0.888889,5,0,0.5,0,0,1,0,0,864,164,0,1028,0.000924,2.3897
cancer,anon,20260820T055114Z,2026-08-20T05:51:27.179578+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,1.517,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.79874,0.99489,0.46247,,,0,,2,2,,0.888889,5,0,0.5,0,0,1,0,0,707,72,0,779,0.00014925,1.3412
cancer,shared,20260820T055114Z,2026-08-20T05:51:28.720849+00:00,study2_semantic,oracle,,none,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:28.746603+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,0.015,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
cancer,anon,20260820T055114Z,2026-08-20T05:51:27.293530+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,1.945,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.66692,0.76794,0.49287,,,0,,1,1,,0.888889,5,0,0.5,0,0,1,0,0,697,140,0,837,0.00115275,1.7701
cancer,named,20260820T055114Z,2026-08-20T05:51:25.882540+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,4.497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.84281,0.54507,0.86449,,,0,,1,2,,0.888889,5,0,0.5,1,0,1,0,0,1509,334,0,1843,0.003179,4.3393
cancer,named,20260820T055114Z,2026-08-20T05:51:28.789006+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,3.281,0.75,0.75,0.75,0.28571428571428575,0.25,0.25,0.25,4,0.0,1,0,4,0,1,48,48,0,0.857143,-1,-1,1.38629,1.10852,0.4271,,,0,,0,2,,0.857143,3,0,0.5,0,0,1,0,0,1195,314,0,1509,0.00080876,3.155
cancer,named,20260820T055114Z,2026-08-20T05:51:30.404361+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,2.097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,2,3,,0.857143,3,0,0.5,0,1,1,0,0,798,208,0,1006,0.0015345,2.0783
cancer,named,20260820T055114Z,2026-08-20T05:51:29.262548+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,3.301,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.60944,0.55771,0.78209,,,0,,3,2,,0.857143,3,0,0.5,0,0,1,0,0,808,186,0,994,0.0002328,3.1275
cancer,shared,20260820T055114Z,2026-08-20T05:51:32.613461+00:00,study2_semantic,probe_skel_only,,none,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,0.054,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.38629,-0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
cancer,anon,20260820T055114Z,2026-08-20T05:51:27.408823+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,5.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.84281,0.54507,0.86449,,,0,,1,2,,0.888889,5,0,0.5,1,0,1,0,0,1403,372,0,1775,0.003263,5.1502
cancer,shared,20260820T055114Z,2026-08-20T05:51:32.701193+00:00,study2_semantic,probe_random_edits,,none,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,0.159,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,0,0,0.857143,-1,-1,1.09861,0.47878,0.87864,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:32.861890+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,0.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,24,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,named,20260820T055114Z,2026-08-20T05:51:32.529888+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,2.133,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.43319,0.88623,,,0,,0,1,,0.857143,3,0,0.5,0,0,1,0,0,868,157,0,1025,0.000905,2.0746
cancer,anon,20260820T055114Z,2026-08-20T05:51:32.931901+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,2.135,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,44,44,0,0.857143,-1,-1,2.33595,0.35228,0.92123,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,713,108,0,821,0.00017175,2.0216
cancer,anon,20260820T055114Z,2026-08-20T05:51:32.901549+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,2.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,2,3,,0.857143,3,0,0.5,0,1,1,0,0,1099,295,0,1394,0.00075289,2.8391
cancer,anon,20260820T055114Z,2026-08-20T05:51:34.688413+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,1.877,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.43319,0.88623,,,0,,2,1,,0.857143,3,0,0.5,0,0,1,0,0,703,147,0,850,0.00118875,1.7936
cancer,shared,20260820T055114Z,2026-08-20T05:51:36.591586+00:00,study2_semantic,oracle,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:36.614060+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.013,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
cancer,named,20260820T055114Z,2026-08-20T05:51:32.102662+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,4.755,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,0.47936,0.87852,,,0,,1,2,,0.857143,3,0,0.5,0,0,1,0,0,1515,344,0,1859,0.003235,4.6554
cancer,anon,20260820T055114Z,2026-08-20T05:51:35.091066+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,3.104,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,0.6841,0.83058,,,0,,1,2,,0.857143,3,0,0.5,0,0,1,0,0,1409,262,0,1671,0.002719,2.9403
cancer,anon,20260820T055114Z,2026-08-20T05:51:35.779316+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,300,150,1,0,4,0,success,,2.43,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.43319,0.88623,,,0,,0,1,,0.857143,3,0,0.5,0,0,1,0,0,773,117,0,890,0.0007375,2.3365
cancer,named,20260820T055114Z,2026-08-20T05:51:36.882614+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,1.974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,804,104,0,908,0.000183,1.957
cancer,named,20260820T055114Z,2026-08-20T05:51:38.220988+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,2.043,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.44477,0.88198,,,0,,0,1,,0.857143,3,0,0.5,0,0,1,0,0,794,166,0,960,0.0013425,1.9842
cancer,named,20260820T055114Z,2026-08-20T05:51:36.650064+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,3.628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,4e-05,4e-05,1.0,,,0,,2,2,,0.857143,3,0,0.5,0,1,1,0,0,1191,324,0,1515,0.00082222,3.6098
cancer,shared,20260820T055114Z,2026-08-20T05:51:40.304055+00:00,study2_semantic,probe_skel_only,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.034,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.38629,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:40.340774+00:00,study2_semantic,probe_random_edits,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:40.382675+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,24,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,anon,20260820T055114Z,2026-08-20T05:51:28.443679+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260821,2654167568,5,4,300,150,1,0,4,0,success,,12.527,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,24,24,0,0.888889,-1,-1,2.30259,0.69315,0.5,,,0,,0,0,,0.888889,5,0,0.5,0,0,1,0,0,843,201,0,1044,0.0010245,12.44
cancer,anon,20260820T055114Z,2026-08-20T05:51:40.451537+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,1.753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,709,110,0,819,0.00017235,1.7351
cancer,anon,20260820T055114Z,2026-08-20T05:51:41.003797+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,1.382,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.44477,0.88198,,,0,,0,1,,0.857143,3,0,0.5,0,0,1,0,0,699,86,0,785,0.00091125,1.3147
cancer,named,20260820T055114Z,2026-08-20T05:51:38.258392+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,4.668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,36,1,1.0,1,1,0.0,0.0,1.0,,,0,,1,1,,0.857143,3,0,0.5,0,1,1,0,0,1511,326,0,1837,0.003141,4.6533
cancer,shared,20260820T055114Z,2026-08-20T05:51:42.946980+00:00,study2_semantic,oracle,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T055114Z,2026-08-20T05:51:42.967346+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.014,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
cancer,anon,20260820T055114Z,2026-08-20T05:51:40.419317+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,2.827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,4e-05,4e-05,1.0,,,0,,2,2,,0.857143,3,0,0.5,0,1,1,0,0,1095,251,0,1346,0.00068738,2.809
