arm,condition,model_tag,graph,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
probe,anon,claude-haiku-4.5,asia,12,12,0,0.895098,0.144124,0.813552,0.976644,0.898148,0.153217,0.811457,0.984839,0.936765,0.053351,0.906579,0.966951,1.333333,1.497473,0.486058,2.180608,0.777778,0.164122,0.684917,0.870639,2.583333,0.668558,2.205061,2.961606,2.583333,0.668558,2.205061,2.961606,48.0,0.0,48.0,48.0,0.333333,0.492366,0.054751,0.611916,0.956209,0.032417,0.937867,0.974551,-0.333333,0.984732,-0.890498,0.223831,1.993605,0.522686,1.697868,2.289342,0.051177,0.093512,-0.001733,0.104086,0.987161,0.024834,0.973109,1.001212,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1825.75,2.050499,1824.589821,1826.910179,282.916667,89.347593,232.363507,333.469827,2108.666667,89.316937,2058.130852,2159.202481,0.00324,0.000447,0.002988,0.003493,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.3975,3.211486,3.580431,7.214569,1.75,0.621582,1.398307,2.101693,2.0,0.738549,1.582127,2.417873,0.083333,0.288675,-0.08,0.246667,0.166667,0.389249,-0.053572,0.386905
probe,anon,claude-haiku-4.5,cancer,12,12,0,0.919312,0.071775,0.878702,0.959923,0.928571,0.074605,0.88636,0.970783,0.919312,0.071775,0.878702,0.959923,0.583333,0.514929,0.291985,0.874682,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,44.0,5.908392,40.657013,47.342987,0.5,0.522233,0.204519,0.795481,0.928571,0.074605,0.88636,0.970783,0.083333,1.1645,-0.575545,0.742211,1.493856,0.60973,1.148869,1.838843,0.479648,0.200753,0.366061,0.593234,0.869742,0.062022,0.83465,0.904834,,,,,,,,,0.901124,0.080856,0.855376,0.946873,1406.0,2.044949,1404.842961,1407.157039,291.75,90.074843,240.78536,342.71464,1697.75,90.039512,1646.805351,1748.694649,0.002865,0.00045,0.00261,0.00312,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.048,1.014946,3.47374,4.62226,1.25,0.621582,0.898307,1.601693,1.583333,0.514929,1.291985,1.874682,0.25,0.452267,-0.005894,0.505894,0.0,0.0,0.0,0.0
probe,anon,claude-haiku-4.5,earthquake,12,12,0,0.919312,0.071775,0.878702,0.959923,0.928571,0.074605,0.88636,0.970783,0.919312,0.071775,0.878702,0.959923,0.583333,0.514929,0.291985,0.874682,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,44.0,5.908392,40.657013,47.342987,0.5,0.522233,0.204519,0.795481,0.928571,0.074605,0.88636,0.970783,0.083333,1.1645,-0.575545,0.742211,1.493856,0.60973,1.148869,1.838843,0.479648,0.200753,0.366061,0.593234,0.869742,0.062022,0.83465,0.904834,,,,,,,,,0.901124,0.080856,0.855376,0.946873,1406.0,2.044949,1404.842961,1407.157039,291.75,90.074843,240.78536,342.71464,1697.75,90.039512,1646.805351,1748.694649,0.002865,0.00045,0.00261,0.00312,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.324167,1.172592,3.66071,4.987623,1.25,0.621582,0.898307,1.601693,1.583333,0.514929,1.291985,1.874682,0.25,0.452267,-0.005894,0.505894,0.0,0.0,0.0,0.0
probe,anon,claude-haiku-4.5,sachs,12,12,0,0.455251,0.116176,0.389518,0.520983,1.0,0.0,1.0,1.0,0.762551,0.068692,0.723684,0.801417,11.083333,2.020726,9.94,12.226667,0.958333,0.097312,0.903274,1.013393,2.416667,0.996205,1.853011,2.980323,2.416667,0.996205,1.853011,2.980323,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.559782,0.102099,0.502014,0.61755,-1.0,0.0,-1.0,-1.0,2.461572,0.720555,2.05388,2.869265,0.056448,0.19554,-0.05419,0.167085,0.965714,0.11877,0.898514,1.032914,,,,,,,,,0.738085,0.090296,0.686995,0.789175,2425.75,2.094365,2424.565002,2426.934998,270.666667,59.027472,237.26873,304.064603,2696.416667,59.666434,2662.657204,2730.17613,0.003779,0.000296,0.003612,0.003946,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.943,1.75097,4.952295,6.933705,2.166667,0.937437,1.636262,2.697072,2.333333,0.984732,1.776169,2.890498,0.166667,0.389249,-0.053572,0.386905,1.666667,1.073087,1.059511,2.273823
probe,anon,claude-haiku-4.5,survey,12,12,0,0.757382,0.286339,0.59537,0.919393,0.79697,0.291202,0.632207,0.961733,0.871018,0.089746,0.820239,0.921797,2.166667,2.037527,1.013827,3.319506,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,48.0,0.0,48.0,48.0,0.25,0.452267,-0.005894,0.505894,0.908489,0.070405,0.868653,0.948324,-0.416667,1.083625,-1.029785,0.196452,1.310885,0.674989,0.928974,1.692796,0.343432,0.327263,0.158266,0.528599,0.881896,0.147146,0.79864,0.965151,,,,,,,,,0.8946,0.067072,0.85665,0.932549,1525.75,2.261335,1524.470529,1527.029471,288.333333,145.714748,205.887453,370.779214,1814.083333,147.103216,1730.851854,1897.314813,0.002967,0.00073,0.002554,0.00338,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.636167,2.773558,3.066878,6.205455,1.416667,0.668558,1.038394,1.794939,1.75,0.452267,1.494106,2.005894,0.25,0.452267,-0.005894,0.505894,0.083333,0.288675,-0.08,0.246667
probe,anon,gemini-3-flash-preview,asia,12,12,0,0.93366,0.113393,0.869502,0.997818,0.935185,0.100037,0.878584,0.991787,0.953268,0.051903,0.923901,0.982635,0.916667,1.378954,0.13645,1.696884,0.722222,0.12975,0.648809,0.795635,2.833333,0.389249,2.613095,3.053572,2.833333,0.389249,2.613095,3.053572,48.0,0.0,48.0,48.0,0.416667,0.514929,0.125318,0.708015,0.962418,0.033295,0.94358,0.981257,-0.166667,1.029857,-0.749363,0.41603,2.362,0.386321,2.143418,2.580582,0.152264,0.300154,-0.017564,0.322092,0.929861,0.158633,0.840106,1.019616,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1351.75,29.939712,1334.810013,1368.689987,142.916667,23.979,129.34927,156.484063,1494.666667,50.015149,1466.367932,1522.965401,0.001105,8.3e-05,0.001057,0.001152,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.849,4.119217,3.518333,8.179667,0.083333,0.288675,-0.08,0.246667,2.166667,0.57735,1.84,2.493333,0.083333,0.288675,-0.08,0.246667,0.333333,0.492366,0.054751,0.611916
probe,anon,gemini-3-flash-preview,cancer,12,12,0,0.948413,0.06461,0.911856,0.984969,0.97619,0.055607,0.944728,1.007653,0.948413,0.06461,0.911856,0.984969,0.416667,0.514929,0.125318,0.708015,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,39.333333,9.920899,33.720056,44.946611,0.583333,0.514929,0.291985,0.874682,0.948413,0.06461,0.911856,0.984969,0.166667,1.029857,-0.41603,0.749363,1.3968,0.63913,1.035178,1.758422,0.428168,0.185532,0.323194,0.533143,0.846054,0.138657,0.767601,0.924507,,,,,,,,,0.901124,0.080856,0.855376,0.946873,782.583333,30.699299,765.21357,799.953097,134.166667,27.41875,118.653048,149.680285,916.75,49.232519,888.89408,944.60592,0.000794,9e-05,0.000743,0.000845,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.709333,4.276449,2.289704,7.128962,0.166667,0.389249,-0.053572,0.386905,1.25,0.621582,0.898307,1.601693,0.083333,0.288675,-0.08,0.246667,0.333333,0.492366,0.054751,0.611916
probe,anon,gemini-3-flash-preview,earthquake,12,12,0,0.948413,0.06461,0.911856,0.984969,0.97619,0.055607,0.944728,1.007653,0.948413,0.06461,0.911856,0.984969,0.416667,0.514929,0.125318,0.708015,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,39.333333,9.920899,33.720056,44.946611,0.583333,0.514929,0.291985,0.874682,0.948413,0.06461,0.911856,0.984969,0.166667,1.029857,-0.41603,0.749363,1.3968,0.63913,1.035178,1.758422,0.428168,0.185532,0.323194,0.533143,0.846054,0.138657,0.767601,0.924507,,,,,,,,,0.901124,0.080856,0.855376,0.946873,776.416667,23.925864,762.879335,789.953999,131.0,25.605397,116.512383,145.487617,907.416667,30.938233,889.911714,924.92162,0.000781,7.5e-05,0.000739,0.000824,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.839167,3.047468,2.114899,5.563434,0.166667,0.389249,-0.053572,0.386905,1.25,0.621582,0.898307,1.601693,0.083333,0.288675,-0.08,0.246667,0.333333,0.492366,0.054751,0.611916
probe,anon,gemini-3-flash-preview,sachs,12,12,0,0.559327,0.131143,0.485126,0.633528,1.0,0.0,1.0,1.0,0.844691,0.078996,0.799995,0.889388,8.75,2.378884,7.404019,10.095981,0.958333,0.097312,0.903274,1.013393,2.0,1.128152,1.361688,2.638312,2.0,1.128152,1.361688,2.638312,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.627598,0.115838,0.562056,0.69314,-1.0,0.0,-1.0,-1.0,2.149021,0.796545,1.698333,2.599709,0.057771,0.200093,-0.055442,0.170984,0.958333,0.144337,0.876666,1.039999,,,,,,,,,0.738085,0.090296,0.686995,0.789175,2162.166667,10.169771,2156.412577,2167.920756,133.583333,18.613086,123.051989,144.114678,2295.75,19.982379,2284.443905,2307.056095,0.001482,5.5e-05,0.00145,0.001513,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.13525,2.739864,3.585026,6.685474,0.416667,0.514929,0.125318,0.708015,2.916667,0.792961,2.468006,3.365327,0.25,0.452267,-0.005894,0.505894,2.833333,0.834847,2.360974,3.305693
probe,anon,gemini-3-flash-preview,survey,12,12,0,0.80265,0.197814,0.690727,0.914574,0.840404,0.175126,0.741317,0.939491,0.896545,0.08673,0.847473,0.945617,1.833333,1.749459,0.843484,2.823183,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,48.0,0.0,48.0,48.0,0.416667,0.514929,0.125318,0.708015,0.92364,0.078924,0.878985,0.968296,-0.083333,1.1645,-0.742211,0.575545,1.925321,0.963425,1.380212,2.47043,0.681402,0.672308,0.301008,1.061797,0.707159,0.30225,0.536145,0.878173,,,,,,,,,0.8946,0.067072,0.85665,0.932549,933.916667,2.466441,932.521146,935.312187,140.0,19.876894,128.753589,151.246411,1073.916667,18.768728,1063.297259,1084.536074,0.000887,5.9e-05,0.000854,0.00092,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.948083,3.163597,3.15811,6.738057,0.25,0.452267,-0.005894,0.505894,2.333333,0.492366,2.054751,2.611916,0.166667,0.389249,-0.053572,0.386905,0.416667,0.514929,0.125318,0.708015
probe,anon,gpt-4o-mini-2024-07-18,asia,12,12,0,0.885253,0.108189,0.82404,0.946467,0.87963,0.110689,0.817001,0.942258,0.916503,0.053274,0.886361,0.946646,1.583333,1.240112,0.881674,2.284993,0.777778,0.164122,0.684917,0.870639,2.666667,0.492366,2.388084,2.945249,2.666667,0.492366,2.388084,2.945249,48.0,0.0,48.0,48.0,0.166667,0.389249,-0.053572,0.386905,0.945098,0.025743,0.930532,0.959663,-0.666667,0.778499,-1.107144,-0.226189,2.231836,0.417506,1.99561,2.468062,0.103123,0.166153,0.009113,0.197133,0.966197,0.070216,0.926469,1.005926,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1129.25,2.094365,1128.065002,1130.434998,95.0,20.648575,83.316969,106.683031,1224.25,20.68871,1212.54426,1235.95574,0.000214,3.2e-05,0.000196,0.000232,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.495417,0.595754,2.158337,2.832496,4.0,0.0,4.0,4.0,2.75,1.288057,2.021213,3.478787,0.083333,0.288675,-0.08,0.246667,0.166667,0.389249,-0.053572,0.386905
probe,anon,gpt-4o-mini-2024-07-18,cancer,12,12,0,0.957672,0.063251,0.921884,0.99346,0.97619,0.055607,0.944728,1.007653,0.957672,0.063251,0.921884,0.99346,0.333333,0.492366,0.054751,0.611916,0.416667,0.514929,0.125318,0.708015,0.583333,0.514929,0.291985,0.874682,0.583333,0.514929,0.291985,0.874682,47.666667,1.154701,47.013333,48.32,0.666667,0.492366,0.388084,0.945249,0.957672,0.063251,0.921884,0.99346,0.333333,0.984732,-0.223831,0.890498,0.775267,0.943377,0.241501,1.309034,0.391556,0.455929,0.13359,0.649522,0.847446,0.210284,0.728466,0.966425,,,,,,,,,0.901124,0.080856,0.855376,0.946873,709.5,2.153222,708.2817,710.7183,98.666667,16.870272,89.121412,108.211921,808.166667,16.380883,798.89831,817.435024,0.000166,1e-05,0.00016,0.000171,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1165,0.404019,1.887905,2.345095,2.833333,0.57735,2.506667,3.16,3.166667,1.337116,2.410122,3.923211,0.166667,0.389249,-0.053572,0.386905,0.416667,0.514929,0.125318,0.708015
probe,anon,gpt-4o-mini-2024-07-18,earthquake,12,12,0,0.957672,0.063251,0.921884,0.99346,0.97619,0.055607,0.944728,1.007653,0.957672,0.063251,0.921884,0.99346,0.333333,0.492366,0.054751,0.611916,0.416667,0.514929,0.125318,0.708015,0.583333,0.514929,0.291985,0.874682,0.583333,0.514929,0.291985,0.874682,46.666667,3.550501,44.657781,48.675552,0.666667,0.492366,0.388084,0.945249,0.957672,0.063251,0.921884,0.99346,0.333333,0.984732,-0.223831,0.890498,0.77602,0.94514,0.241257,1.310783,0.399864,0.468654,0.134698,0.66503,0.845695,0.213838,0.724705,0.966685,,,,,,,,,0.901124,0.080856,0.855376,0.946873,709.5,2.153222,708.2817,710.7183,97.416667,18.382098,87.016016,107.817318,806.916667,17.966931,796.750919,817.082415,0.000165,1.1e-05,0.000159,0.000171,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.945917,0.41355,1.711929,2.179905,2.833333,0.57735,2.506667,3.16,2.916667,1.443376,2.1,3.733333,0.166667,0.389249,-0.053572,0.386905,0.416667,0.514929,0.125318,0.708015
probe,anon,gpt-4o-mini-2024-07-18,sachs,12,12,0,0.52352,0.1033,0.465073,0.581968,1.0,0.0,1.0,1.0,0.747402,0.094538,0.693912,0.800891,10.083333,1.831955,9.046807,11.11986,0.9375,0.113067,0.873526,1.001474,2.75,0.866025,2.26,3.24,2.75,0.866025,2.26,3.24,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.536609,0.097019,0.481715,0.591502,-1.0,0.0,-1.0,-1.0,2.938877,0.529187,2.639461,3.238293,0.057061,0.197665,-0.054778,0.1689,0.96373,0.125643,0.892641,1.034819,,,,,,,,,0.738085,0.090296,0.686995,0.789175,1729.25,2.050499,1728.089821,1730.410179,98.75,21.511625,86.578652,110.921348,1828.0,21.464559,1815.855283,1840.144717,0.000319,1.3e-05,0.000311,0.000326,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.279417,2.004099,3.145491,5.413343,4.0,0.0,4.0,4.0,1.166667,1.029857,0.58397,1.749363,0.166667,0.389249,-0.053572,0.386905,0.583333,0.792961,0.134673,1.031994
probe,anon,gpt-4o-mini-2024-07-18,survey,12,12,0,0.848796,0.170114,0.752545,0.945047,0.874242,0.178895,0.773023,0.975462,0.912432,0.066353,0.874889,0.949975,1.333333,1.154701,0.68,1.986667,0.25,0.452267,-0.005894,0.505894,0.75,0.452267,0.494106,1.005894,0.75,0.452267,0.494106,1.005894,48.0,0.0,48.0,48.0,0.333333,0.492366,0.054751,0.611916,0.925155,0.065918,0.887859,0.962452,-0.25,1.13818,-0.893986,0.393986,1.084908,1.032282,0.50084,1.668977,0.322121,0.421321,0.083736,0.560505,0.857052,0.226438,0.728932,0.985171,,,,,,,,,0.8946,0.067072,0.85665,0.932549,829.416667,2.314316,828.107219,830.726114,107.333333,17.793427,97.265754,117.400913,936.75,18.439705,926.316755,947.183245,0.000189,1.1e-05,0.000183,0.000195,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.157667,0.296698,1.989794,2.325539,3.0,1.206045,2.317616,3.682384,2.25,1.356801,1.482318,3.017682,0.166667,0.389249,-0.053572,0.386905,0.333333,0.492366,0.054751,0.611916
