arm,condition,model_tag,graph,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
probe,anon,claude-haiku-4.5,asia,12,12,0,0.744749,0.169342,0.648935,0.840564,0.677249,0.235108,0.544224,0.810274,0.812309,0.053532,0.78202,0.842597,3.25,1.544786,2.375955,4.124045,0.805556,0.171643,0.708439,0.902672,2.5,0.6742,2.118536,2.881464,2.5,0.6742,2.118536,2.881464,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.833241,0.04829,0.805919,0.860564,-1.0,0.0,-1.0,-1.0,1.988624,0.438496,1.740521,2.236727,0.05777,0.200118,-0.055457,0.170997,0.958333,0.144338,0.876667,1.04,,,,,,,,,0.783379,0.073116,0.74201,0.824748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683917,0.171012,0.587157,0.780676,1.833333,0.57735,1.506667,2.16,2.583333,0.514929,2.291985,2.874682,0.25,0.452267,-0.005894,0.505894,0.916667,0.996205,0.353011,1.480323
probe,anon,claude-haiku-4.5,cancer,12,12,0,0.776786,0.106374,0.716599,0.836972,0.793651,0.093784,0.740588,0.846714,0.776786,0.106374,0.716599,0.836972,1.5,0.6742,1.118536,1.881464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,35.666667,9.413079,30.340716,40.992618,0.0,0.0,0.0,0.0,0.784722,0.092278,0.732511,0.836934,-1.0,0.0,-1.0,-1.0,1.644775,0.434659,1.398844,1.890706,0.614003,0.526649,0.316023,0.911982,0.724533,0.256831,0.579217,0.869848,,,,,,,,,0.72123,0.085313,0.67296,0.769501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865,0.040433,0.063623,0.109377,0.916667,0.288675,0.753333,1.08,2.0,0.953463,1.460528,2.539472,0.0,0.0,0.0,0.0,0.416667,0.668558,0.038394,0.794939
probe,anon,claude-haiku-4.5,earthquake,12,12,0,0.776786,0.106374,0.716599,0.836972,0.793651,0.093784,0.740588,0.846714,0.776786,0.106374,0.716599,0.836972,1.5,0.6742,1.118536,1.881464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,35.666667,9.413079,30.340716,40.992618,0.0,0.0,0.0,0.0,0.784722,0.092278,0.732511,0.836934,-1.0,0.0,-1.0,-1.0,1.644775,0.434659,1.398844,1.890706,0.614003,0.526649,0.316023,0.911982,0.724533,0.256831,0.579217,0.869848,,,,,,,,,0.72123,0.085313,0.67296,0.769501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13975,0.129316,0.066582,0.212918,0.916667,0.288675,0.753333,1.08,2.0,0.953463,1.460528,2.539472,0.0,0.0,0.0,0.0,0.416667,0.668558,0.038394,0.794939
probe,anon,claude-haiku-4.5,sachs,12,12,0,0.407984,0.117865,0.341295,0.474672,1.0,0.0,1.0,1.0,0.647543,0.074718,0.605268,0.689819,12.416667,2.065224,11.248156,13.585177,0.9375,0.113067,0.873526,1.001474,2.666667,1.073087,2.059511,3.273823,2.666667,1.073087,2.059511,3.273823,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.481168,0.086878,0.432012,0.530324,-1.0,0.0,-1.0,-1.0,2.822789,0.453332,2.566293,3.079286,0.057764,0.200095,-0.05545,0.170978,0.958333,0.144338,0.876667,1.04,,,,,,,,,0.616529,0.084475,0.568733,0.664326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.442583,0.634236,2.08373,2.801436,2.083333,0.792961,1.634673,2.531994,2.583333,1.378954,1.803116,3.36355,0.25,0.452267,-0.005894,0.505894,1.666667,1.302678,0.929607,2.403726
probe,anon,claude-haiku-4.5,survey,12,12,0,0.646128,0.233032,0.514278,0.777978,0.664478,0.21617,0.542168,0.786788,0.773737,0.130967,0.699636,0.847839,3.0,1.858641,1.948375,4.051625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,0.0,48.0,48.0,0.083333,0.288675,-0.08,0.246667,0.788384,0.131301,0.714094,0.862674,-0.833333,0.57735,-1.16,-0.506667,2.056762,0.975505,1.504819,2.608706,0.559194,0.505602,0.273123,0.845265,0.676662,0.27198,0.522775,0.83055,,,,,,,,,0.751515,0.108261,0.690261,0.81277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138083,0.065011,0.1013,0.174867,1.5,0.797724,1.048645,1.951355,2.083333,0.514929,1.791985,2.374682,0.083333,0.288675,-0.08,0.246667,0.583333,0.668558,0.205061,0.961606
probe,anon,gemini-3-flash-preview,asia,12,12,0,0.820948,0.103653,0.762301,0.879595,0.875,0.105609,0.815246,0.934754,0.860994,0.060639,0.826684,0.895304,2.5,1.314257,1.756389,3.243611,0.722222,0.12975,0.648809,0.795635,2.833333,0.389249,2.613095,3.053572,2.833333,0.389249,2.613095,3.053572,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.833099,0.086804,0.783985,0.882214,-1.0,0.0,-1.0,-1.0,2.573374,0.602551,2.232449,2.9143,0.165907,0.250081,0.02441,0.307403,0.938011,0.094497,0.884544,0.991478,,,,,,,,,0.783379,0.073116,0.74201,0.824748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732917,0.15823,0.643389,0.822444,0.416667,0.514929,0.125318,0.708015,2.833333,0.717741,2.427233,3.239433,0.333333,0.492366,0.054751,0.611916,1.333333,0.651339,0.964804,1.701863
probe,anon,gemini-3-flash-preview,cancer,12,12,0,0.853175,0.125373,0.782238,0.924111,0.880952,0.142857,0.800123,0.961781,0.853175,0.125373,0.782238,0.924111,1.0,0.738549,0.582127,1.417873,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,36.333333,15.39382,27.62346,45.043207,0.25,0.452267,-0.005894,0.505894,0.853175,0.125373,0.782238,0.924111,-0.5,0.904534,-1.011788,0.011788,1.977404,0.471978,1.710357,2.244451,0.588683,0.365223,0.382039,0.795328,0.726103,0.204035,0.61066,0.841547,,,,,,,,,0.72123,0.085313,0.67296,0.769501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077833,0.028084,0.061943,0.093723,0.083333,0.288675,-0.08,0.246667,2.083333,0.996205,1.519677,2.646989,0.0,0.0,0.0,0.0,1.0,0.738549,0.582127,1.417873
probe,anon,gemini-3-flash-preview,earthquake,12,12,0,0.853175,0.125373,0.782238,0.924111,0.880952,0.142857,0.800123,0.961781,0.853175,0.125373,0.782238,0.924111,1.0,0.738549,0.582127,1.417873,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,38.333333,13.371158,30.767888,45.898778,0.25,0.452267,-0.005894,0.505894,0.853175,0.125373,0.782238,0.924111,-0.5,0.904534,-1.011788,0.011788,2.000227,0.465467,1.736864,2.263589,0.644921,0.314818,0.466796,0.823046,0.707962,0.186382,0.602506,0.813417,,,,,,,,,0.72123,0.085313,0.67296,0.769501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126583,0.102183,0.068768,0.184399,0.083333,0.288675,-0.08,0.246667,2.083333,0.900337,1.57392,2.592747,0.0,0.0,0.0,0.0,1.0,0.738549,0.582127,1.417873
probe,anon,gemini-3-flash-preview,sachs,12,12,0,0.441026,0.112709,0.377255,0.504797,1.0,0.0,1.0,1.0,0.717053,0.100736,0.660056,0.77405,11.583333,2.065224,10.414823,12.751844,0.958333,0.097312,0.903274,1.013393,2.416667,1.083625,1.803548,3.029785,2.416667,1.083625,1.803548,3.029785,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.511406,0.079463,0.466446,0.556367,-1.0,0.0,-1.0,-1.0,2.553873,0.811008,2.095002,3.012744,0.057846,0.200069,-0.055354,0.171046,0.958325,0.144335,0.87666,1.03999,,,,,,,,,0.616529,0.084475,0.568733,0.664326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.546333,0.675979,2.163862,2.928804,0.916667,1.083625,0.303548,1.529785,3.333333,0.778499,2.892856,3.773811,0.416667,0.514929,0.125318,0.708015,3.083333,0.900337,2.57392,3.592747
probe,anon,gemini-3-flash-preview,survey,12,12,0,0.674301,0.181568,0.571569,0.777032,0.718687,0.168303,0.62346,0.813913,0.799068,0.108925,0.737437,0.860698,3.0,1.595448,2.09729,3.90271,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,47.333333,2.309401,46.026667,48.64,0.083333,0.288675,-0.08,0.246667,0.810606,0.117601,0.744067,0.877145,-0.666667,1.154701,-1.32,-0.013333,2.036838,0.871069,1.543984,2.529691,0.694847,0.612451,0.348321,1.041374,0.617999,0.296429,0.450279,0.78572,,,,,,,,,0.751515,0.108261,0.690261,0.81277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.043451,0.078415,0.127585,0.25,0.452267,-0.005894,0.505894,2.583333,0.792961,2.134673,3.031994,0.083333,0.288675,-0.08,0.246667,1.083333,0.792961,0.634673,1.531994
probe,anon,gpt-4o-mini-2024-07-18,asia,12,12,0,0.75364,0.142081,0.67325,0.834029,0.753638,0.127327,0.681596,0.82568,0.811103,0.072375,0.770153,0.852053,3.166667,1.337116,2.410122,3.923211,0.777778,0.164122,0.684917,0.870639,2.666667,0.492366,2.388084,2.945249,2.666667,0.492366,2.388084,2.945249,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.832448,0.066151,0.795019,0.869876,-1.0,0.0,-1.0,-1.0,2.377982,0.634908,2.018749,2.737214,0.0578,0.200083,-0.055408,0.171008,0.95833,0.144337,0.876664,1.039996,,,,,,,,,0.783379,0.073116,0.74201,0.824748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837833,0.307668,0.663754,1.011913,3.666667,0.492366,3.388084,3.945249,3.166667,1.114641,2.535999,3.797334,0.25,0.452267,-0.005894,0.505894,0.75,0.753778,0.32351,1.17649
probe,anon,gpt-4o-mini-2024-07-18,cancer,12,12,0,0.743056,0.251846,0.60056,0.885551,0.753968,0.240964,0.61763,0.890306,0.832341,0.121666,0.763502,0.90118,1.5,1.243163,0.796614,2.203386,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,42.166667,9.003366,37.072533,47.260801,0.166667,0.389249,-0.053572,0.386905,0.840278,0.105074,0.780827,0.899729,-0.666667,0.778499,-1.107144,-0.226189,1.56464,0.595857,1.227502,1.901778,0.749084,0.66254,0.374217,1.123952,0.684654,0.283208,0.524414,0.844894,,,,,,,,,0.72123,0.085313,0.67296,0.769501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885,0.050172,0.060113,0.116887,2.166667,0.57735,1.84,2.493333,3.25,0.965307,2.703826,3.796174,0.083333,0.288675,-0.08,0.246667,0.833333,0.717741,0.427233,1.239433
probe,anon,gpt-4o-mini-2024-07-18,earthquake,12,12,0,0.743056,0.251846,0.60056,0.885551,0.753968,0.240964,0.61763,0.890306,0.832341,0.121666,0.763502,0.90118,1.5,1.243163,0.796614,2.203386,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,42.166667,9.003366,37.072533,47.260801,0.166667,0.389249,-0.053572,0.386905,0.840278,0.105074,0.780827,0.899729,-0.666667,0.778499,-1.107144,-0.226189,1.56464,0.595857,1.227502,1.901778,0.749084,0.66254,0.374217,1.123952,0.684654,0.283208,0.524414,0.844894,,,,,,,,,0.72123,0.085313,0.67296,0.769501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.10843,0.06565,0.18835,2.166667,0.57735,1.84,2.493333,3.25,0.965307,2.703826,3.796174,0.083333,0.288675,-0.08,0.246667,0.833333,0.717741,0.427233,1.239433
probe,anon,gpt-4o-mini-2024-07-18,sachs,12,12,0,0.373366,0.115587,0.307966,0.438765,1.0,0.0,1.0,1.0,0.614976,0.084488,0.567172,0.662779,13.166667,2.124889,11.964398,14.368936,0.958333,0.097312,0.903274,1.013393,2.833333,0.717741,2.427233,3.239433,2.833333,0.717741,2.427233,3.239433,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.456419,0.09258,0.404037,0.508801,-1.0,0.0,-1.0,-1.0,2.963289,0.842251,2.486741,3.439837,2e-06,4e-06,-1e-06,4e-06,1.0,0.0,1.0,1.0,,,,,,,,,0.616529,0.084475,0.568733,0.664326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.146333,0.678928,2.762194,3.530473,4.0,0.0,4.0,4.0,1.416667,1.443376,0.6,2.233333,0.083333,0.288675,-0.08,0.246667,0.666667,0.984732,0.109502,1.223831
probe,anon,gpt-4o-mini-2024-07-18,survey,12,12,0,0.731313,0.195557,0.620666,0.84196,0.751515,0.183136,0.647896,0.855134,0.794949,0.138778,0.716429,0.87347,2.416667,1.621354,1.499299,3.334034,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,0.0,48.0,48.0,0.166667,0.389249,-0.053572,0.386905,0.806566,0.129379,0.733363,0.879769,-0.666667,0.778499,-1.107144,-0.226189,1.668062,1.202098,0.987911,2.348212,0.564945,0.530665,0.264693,0.865197,0.700664,0.294707,0.533918,0.867411,,,,,,,,,0.751515,0.108261,0.690261,0.81277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1075,0.058827,0.074215,0.140785,2.833333,0.834847,2.360974,3.305693,3.0,1.128152,2.361688,3.638312,0.083333,0.288675,-0.08,0.246667,0.666667,0.651339,0.298137,1.035196
probe,anon,gpt-5.4-mini,asia,12,12,0,0.729548,0.124735,0.658972,0.800123,0.729167,0.162457,0.637248,0.821086,0.806952,0.073414,0.765414,0.848489,3.416667,1.240112,2.715007,4.118326,0.805556,0.171643,0.708439,0.902672,2.5,0.6742,2.118536,2.881464,2.5,0.6742,2.118536,2.881464,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.806868,0.08687,0.757716,0.856019,-1.0,0.0,-1.0,-1.0,2.351621,0.47121,2.085008,2.618233,0.042447,0.146888,-0.040663,0.125557,0.982813,0.059524,0.949135,1.016492,,,,,,,,,0.783379,0.073116,0.74201,0.824748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768917,0.216025,0.646689,0.891145,2.833333,1.114641,2.202666,3.464001,2.5,1.243163,1.796614,3.203386,0.416667,0.514929,0.125318,0.708015,0.666667,0.778499,0.226189,1.107144
