graph,condition,run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.177000+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,0.043,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.51688,0.46397,0.89662,,,0,,1,2,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.219765+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,0.073,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.389,1.00093,0.58904,,,0,,1,4,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.292973+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,0.056,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,36,36,0,0.666667,-1,-1,1.11999,0.328,0.92198,,,0,,0,2,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.340565+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,0.04,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,18,18,0,0.666667,-1,-1,2.18819,0.328,0.92198,,,0,,1,1,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:26.392663+00:00,study2_semantic,oracle,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.376131+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,0.027,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,12,12,0,0.666667,-1,-1,2.18819,0.328,0.92198,,,0,,0,1,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:26.403276+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.007,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,,,,,,,,,,,,,,,,,0.666667,,,,,,,,,,,,,,
cancer,named,20260820T064424Z,2026-08-20T06:44:26.410749+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.061,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,40,40,0,0.857143,-1,-1,1.70412,0.01228,0.99858,,,0,,2,3,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:26.466365+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.073,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,2.40553,0.56923,0.74802,,,0,,2,4,1,0.666667,2,0,0.5,0,2,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:26.537068+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.034,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,12,12,0,0.666667,-1,-1,1.76329,0.80247,0.71044,,,0,,0,1,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:26.558841+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.072,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.96217,0.5691,0.74803,,,0,,2,2,1,0.666667,2,0,0.5,0,2,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:26.589546+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,36,36,1,1.0,1,1,0.26864,0.0,1.0,,,0,,0,2,1,0.666667,2,0,0.5,0,2,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:26.642310+00:00,study2_semantic,probe_skel_only,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.031,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,4,0,0,0.666667,-1,-1,1.09861,0.0,1.0,,,,,,,,0.666667,2,0,0.5,0,0,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:26.671585+00:00,study2_semantic,probe_random_edits,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.086,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,0,0,0.857143,-1,-1,1.86872,1.10836,0.33291,,,,,2,4,,0.666667,2,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:26.726641+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,36,0,1,1.0,1,1,0.26864,0.0,1.0,,,,,0,2,,0.666667,2,0,0.5,0,2,,,,,,,,,
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.778372+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.091,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,30,30,0,0.666667,-1,-1,1.44142,1.07815,0.62212,,,0,,1,2,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.821488+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.085,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.96217,0.5691,0.74803,,,0,,2,2,1,0.666667,2,0,0.5,0,2,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.878166+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.057,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.39679,0.01058,0.99875,,,0,,2,2,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.935154+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.047,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.83265,0.01849,0.99735,,,0,,1,2,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.019401+00:00,study2_semantic,oracle,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,anon,20260820T064424Z,2026-08-20T06:44:26.974542+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.061,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.50924,0.82073,0.70857,,,0,,0,2,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.035677+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.008,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,,,,,,,,,,,,,,,,,0.666667,,,,,,,,,,,,,,
cancer,named,20260820T064424Z,2026-08-20T06:44:27.044137+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.094,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,44,44,0,0.666667,-1,-1,1.38775,1.52519,0.37677,,,0,,1,3,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.070204+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.078,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,38,38,0,0.857143,-1,-1,1.81571,0.0,1.0,,,0,,2,3,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.142687+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.042,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.38629,0.0,1.0,,,0,,1,2,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.184329+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.059,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.220466+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.084,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.30299,0.69315,0.5,,,0,,0,3,1,0.666667,2,0,0.5,0,2,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.252636+00:00,study2_semantic,probe_skel_only,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.056,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,4,0,0,0.666667,-1,-1,1.09861,0.0,1.0,,,,,,,,0.666667,2,0,0.5,0,0,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.308972+00:00,study2_semantic,probe_random_edits,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.058,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,0,0,0.857143,-1,-1,1.52282,0.0,1.0,,,,,2,4,,0.666667,2,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.366826+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,0,1,1.0,1,1,6e-05,6e-05,1.0,,,,,0,2,,0.666667,2,0,0.5,0,2,,,,,,,,,
cancer,anon,20260820T064424Z,2026-08-20T06:44:27.375380+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.046,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:27.421932+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.047,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,38,38,0,0.857143,-1,-1,1.81571,0.0,1.0,,,0,,2,3,1,0.666667,2,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:27.468836+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.034,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,12,12,0,0.666667,-1,-1,1.77758,0.81763,0.70077,,,0,,0,1,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:27.485640+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.062,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,1,0.666667,2,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:27.502866+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.104,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.30299,0.69315,0.5,,,0,,0,3,1,0.666667,2,0,0.5,0,2,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.606973+00:00,study2_semantic,oracle,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.607783+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.006,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
cancer,named,20260820T064424Z,2026-08-20T06:44:27.614313+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.76177,0.39015,0.91174,,,0,,2,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.683037+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.69079,0.23889,0.94571,,,0,,3,4,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.752364+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,36,36,1,1.0,1,1,0.98082,0.00032,0.99997,,,0,,2,1,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.788793+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.76177,0.39015,0.91174,,,0,,1,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,named,20260820T064424Z,2026-08-20T06:44:27.866742+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.69436,1.22097,0.48935,,,0,,0,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.901945+00:00,study2_semantic,probe_skel_only,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.065,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.3863,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:27.947479+00:00,study2_semantic,probe_random_edits,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,0,1,1.0,1,1,1.59634,0.0,1.0,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T064424Z,2026-08-20T06:44:28.032198+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,24,0,1,1.0,1,1,0.98082,0.00032,0.99997,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,anon,20260820T064424Z,2026-08-20T06:44:28.049179+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.096,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.64237,1.06899,0.51012,,,0,,2,2,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
cancer,anon,20260820T064424Z,2026-08-20T06:44:28.123549+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.01791,0.85264,0.7233,,,0,,3,4,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
