level,seed,model_tag,d,n_obs,n_remove,correct_remove,n_add,correct_add,pc_fp,pc_fn,n_pc_adj,n_non_adj,chance_remove,chance_add,pc_skeleton_f1
1,424836758,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,433882786,claude-haiku-4.5,6,300,2,1,2,1,1,1,6,9,0.166667,0.111111,0.833333
1,433882786,gemini-3-flash-preview,6,300,1,1,1,1,1,1,6,9,0.166667,0.111111,0.833333
1,433882786,gpt-4o-mini-2024-07-18,6,300,4,1,0,0,1,1,6,9,0.166667,0.111111,0.833333
1,433882786,gpt-5.4-mini,6,300,2,0,3,0,1,1,6,9,0.166667,0.111111,0.833333
1,433882786,qwen3-coder-30b-a3b-instruct,6,300,4,1,4,0,1,1,6,9,0.166667,0.111111,0.833333
1,674912463,claude-haiku-4.5,6,300,1,0,2,0,0,0,6,9,0.0,0.0,1.0
1,674912463,gemini-3-flash-preview,6,300,0,0,2,0,0,0,6,9,0.0,0.0,1.0
1,674912463,gpt-4o-mini-2024-07-18,6,300,4,0,0,0,0,0,6,9,0.0,0.0,1.0
1,674912463,gpt-5.4-mini,6,300,1,0,4,0,0,0,6,9,0.0,0.0,1.0
1,674912463,qwen3-coder-30b-a3b-instruct,6,300,2,0,3,0,0,0,6,9,0.0,0.0,1.0
1,848528041,claude-haiku-4.5,6,300,0,0,1,0,0,0,6,9,0.0,0.0,1.0
1,848528041,gemini-3-flash-preview,6,300,0,0,2,0,0,0,6,9,0.0,0.0,1.0
1,848528041,gpt-4o-mini-2024-07-18,6,300,3,0,0,0,0,0,6,9,0.0,0.0,1.0
1,848528041,gpt-5.4-mini,6,300,3,0,3,0,0,0,6,9,0.0,0.0,1.0
1,848528041,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,920829464,claude-haiku-4.5,6,300,1,0,2,0,0,0,6,9,0.0,0.0,1.0
1,920829464,gemini-3-flash-preview,6,300,0,0,2,0,0,0,6,9,0.0,0.0,1.0
1,920829464,gpt-4o-mini-2024-07-18,6,300,4,0,2,0,0,0,6,9,0.0,0.0,1.0
1,920829464,gpt-5.4-mini,6,300,0,0,0,0,0,0,6,9,0.0,0.0,1.0
1,920829464,qwen3-coder-30b-a3b-instruct,6,300,2,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1004126917,claude-haiku-4.5,6,300,0,0,1,0,0,1,5,10,0.0,0.1,0.909091
1,1004126917,gemini-3-flash-preview,6,300,0,0,0,0,0,1,5,10,0.0,0.1,0.909091
1,1004126917,gpt-4o-mini-2024-07-18,6,300,3,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1004126917,gpt-5.4-mini,6,300,0,0,1,0,0,1,5,10,0.0,0.1,0.909091
1,1004126917,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1036482875,claude-haiku-4.5,6,300,1,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1036482875,gemini-3-flash-preview,6,300,0,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1036482875,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1036482875,gpt-5.4-mini,6,300,1,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1036482875,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1078156455,claude-haiku-4.5,6,300,2,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1078156455,gemini-3-flash-preview,6,300,0,0,0,0,0,0,6,9,0.0,0.0,1.0
1,1078156455,gpt-4o-mini-2024-07-18,6,300,3,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1078156455,gpt-5.4-mini,6,300,2,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1078156455,qwen3-coder-30b-a3b-instruct,6,300,2,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1158667886,claude-haiku-4.5,6,300,1,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1158667886,gemini-3-flash-preview,6,300,0,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1158667886,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1158667886,gpt-5.4-mini,6,300,0,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1158667886,qwen3-coder-30b-a3b-instruct,6,300,2,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1279549348,claude-haiku-4.5,6,300,2,0,2,1,0,1,5,10,0.0,0.1,0.909091
1,1279549348,gemini-3-flash-preview,6,300,0,0,1,1,0,1,5,10,0.0,0.1,0.909091
1,1279549348,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,1,5,10,0.0,0.1,0.909091
1,1279549348,gpt-5.4-mini,6,300,2,0,2,1,0,1,5,10,0.0,0.1,0.909091
1,1279549348,qwen3-coder-30b-a3b-instruct,6,300,2,0,1,0,0,1,5,10,0.0,0.1,0.909091
1,1343008841,claude-haiku-4.5,6,300,1,0,1,0,0,1,5,10,0.0,0.1,0.909091
1,1343008841,gemini-3-flash-preview,6,300,0,0,3,0,0,1,5,10,0.0,0.1,0.909091
1,1343008841,gpt-4o-mini-2024-07-18,6,300,3,0,2,0,0,1,5,10,0.0,0.1,0.909091
1,1343008841,gpt-5.4-mini,6,300,1,0,2,1,0,1,5,10,0.0,0.1,0.909091
1,1343008841,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1470120545,claude-haiku-4.5,6,300,0,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1470120545,gemini-3-flash-preview,6,300,1,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1470120545,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1470120545,gpt-5.4-mini,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1470120545,qwen3-coder-30b-a3b-instruct,6,300,0,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1580201974,claude-haiku-4.5,6,300,1,1,1,0,1,1,6,9,0.166667,0.111111,0.833333
1,1580201974,gemini-3-flash-preview,6,300,1,1,0,0,1,1,6,9,0.166667,0.111111,0.833333
1,1580201974,gpt-4o-mini-2024-07-18,6,300,4,1,1,0,1,1,6,9,0.166667,0.111111,0.833333
1,1580201974,gpt-5.4-mini,6,300,3,1,1,0,1,1,6,9,0.166667,0.111111,0.833333
1,1580201974,qwen3-coder-30b-a3b-instruct,6,300,4,1,4,0,1,1,6,9,0.166667,0.111111,0.833333
1,1719885688,claude-haiku-4.5,6,300,1,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1719885688,gemini-3-flash-preview,6,300,1,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1719885688,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1719885688,gpt-5.4-mini,6,300,3,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1719885688,qwen3-coder-30b-a3b-instruct,6,300,1,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1761685205,claude-haiku-4.5,6,300,1,0,2,1,0,1,5,10,0.0,0.1,0.909091
1,1761685205,gemini-3-flash-preview,6,300,0,0,3,1,0,1,5,10,0.0,0.1,0.909091
1,1761685205,gpt-4o-mini-2024-07-18,6,300,3,0,2,0,0,1,5,10,0.0,0.1,0.909091
1,1761685205,gpt-5.4-mini,6,300,3,0,2,1,0,1,5,10,0.0,0.1,0.909091
1,1761685205,qwen3-coder-30b-a3b-instruct,6,300,3,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1943031107,claude-haiku-4.5,6,300,2,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1943031107,gemini-3-flash-preview,6,300,0,0,1,0,0,0,6,9,0.0,0.0,1.0
1,1943031107,gpt-4o-mini-2024-07-18,6,300,3,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1943031107,gpt-5.4-mini,6,300,3,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1943031107,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
2,113229833,claude-haiku-4.5,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,113229833,gemini-3-flash-preview,8,300,0,0,4,0,0,0,8,20,0.0,0.0,1.0
2,113229833,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,0,8,20,0.0,0.0,1.0
2,113229833,gpt-5.4-mini,8,300,3,0,3,0,0,0,8,20,0.0,0.0,1.0
2,113229833,qwen3-coder-30b-a3b-instruct,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,115210587,claude-haiku-4.5,8,300,2,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,115210587,gemini-3-flash-preview,8,300,0,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,115210587,gpt-4o-mini-2024-07-18,8,300,4,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,115210587,gpt-5.4-mini,8,300,2,0,4,0,0,1,7,21,0.0,0.047619,0.933333
2,115210587,qwen3-coder-30b-a3b-instruct,8,300,3,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,490919193,claude-haiku-4.5,8,300,2,1,1,0,1,2,7,21,0.142857,0.095238,0.8
2,490919193,gemini-3-flash-preview,8,300,1,1,1,1,1,2,7,21,0.142857,0.095238,0.8
2,490919193,gpt-4o-mini-2024-07-18,8,300,4,0,4,2,1,2,7,21,0.142857,0.095238,0.8
2,490919193,gpt-5.4-mini,8,300,3,1,4,1,1,2,7,21,0.142857,0.095238,0.8
2,490919193,qwen3-coder-30b-a3b-instruct,8,300,1,0,4,1,1,2,7,21,0.142857,0.095238,0.8
2,672264874,claude-haiku-4.5,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,672264874,gemini-3-flash-preview,8,300,0,0,2,0,0,0,8,20,0.0,0.0,1.0
2,672264874,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,0,8,20,0.0,0.0,1.0
2,672264874,gpt-5.4-mini,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,672264874,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,961883866,claude-haiku-4.5,8,300,2,0,2,1,0,1,7,21,0.0,0.047619,0.933333
2,961883866,gemini-3-flash-preview,8,300,0,0,3,1,0,1,7,21,0.0,0.047619,0.933333
2,961883866,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,961883866,gpt-5.4-mini,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,961883866,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,1,7,21,0.0,0.047619,0.933333
2,1013733486,claude-haiku-4.5,8,300,1,0,3,0,0,0,8,20,0.0,0.0,1.0
2,1013733486,gemini-3-flash-preview,8,300,1,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1013733486,gpt-4o-mini-2024-07-18,8,300,4,0,0,0,0,0,8,20,0.0,0.0,1.0
2,1013733486,gpt-5.4-mini,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1013733486,qwen3-coder-30b-a3b-instruct,8,300,0,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1160858884,claude-haiku-4.5,8,300,2,0,1,0,0,0,8,20,0.0,0.0,1.0
2,1160858884,gemini-3-flash-preview,8,300,0,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1160858884,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,0,8,20,0.0,0.0,1.0
2,1160858884,gpt-5.4-mini,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1160858884,qwen3-coder-30b-a3b-instruct,8,300,0,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1170454109,claude-haiku-4.5,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1170454109,gemini-3-flash-preview,8,300,0,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1170454109,gpt-4o-mini-2024-07-18,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1170454109,gpt-5.4-mini,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1170454109,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1205066770,claude-haiku-4.5,8,300,2,0,2,1,0,2,6,22,0.0,0.090909,0.857143
2,1205066770,gemini-3-flash-preview,8,300,0,0,4,1,0,2,6,22,0.0,0.090909,0.857143
2,1205066770,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,2,6,22,0.0,0.090909,0.857143
2,1205066770,gpt-5.4-mini,8,300,1,0,2,2,0,2,6,22,0.0,0.090909,0.857143
2,1205066770,qwen3-coder-30b-a3b-instruct,8,300,4,0,3,1,0,2,6,22,0.0,0.090909,0.857143
2,1209483262,claude-haiku-4.5,8,300,2,0,2,0,1,1,8,20,0.125,0.05,0.875
2,1209483262,gemini-3-flash-preview,8,300,1,1,2,1,1,1,8,20,0.125,0.05,0.875
2,1209483262,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,1,1,8,20,0.125,0.05,0.875
2,1209483262,gpt-5.4-mini,8,300,4,1,0,0,1,1,8,20,0.125,0.05,0.875
2,1209483262,qwen3-coder-30b-a3b-instruct,8,300,4,1,2,0,1,1,8,20,0.125,0.05,0.875
2,1221181939,claude-haiku-4.5,8,300,1,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1221181939,gemini-3-flash-preview,8,300,1,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1221181939,gpt-4o-mini-2024-07-18,8,300,4,0,0,0,0,0,8,20,0.0,0.0,1.0
2,1221181939,gpt-5.4-mini,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1221181939,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1409296086,claude-haiku-4.5,8,300,2,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1409296086,gemini-3-flash-preview,8,300,0,0,1,0,0,1,7,21,0.0,0.047619,0.933333
2,1409296086,gpt-4o-mini-2024-07-18,8,300,4,0,1,0,0,1,7,21,0.0,0.047619,0.933333
2,1409296086,gpt-5.4-mini,8,300,1,0,3,1,0,1,7,21,0.0,0.047619,0.933333
2,1409296086,qwen3-coder-30b-a3b-instruct,8,300,4,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,1511305649,claude-haiku-4.5,8,300,2,0,3,0,0,0,8,20,0.0,0.0,1.0
2,1511305649,gemini-3-flash-preview,8,300,0,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1511305649,gpt-4o-mini-2024-07-18,8,300,4,0,1,0,0,0,8,20,0.0,0.0,1.0
2,1511305649,gpt-5.4-mini,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1511305649,qwen3-coder-30b-a3b-instruct,8,300,4,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1528591101,claude-haiku-4.5,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1528591101,gemini-3-flash-preview,8,300,2,0,1,0,0,0,8,20,0.0,0.0,1.0
2,1528591101,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1528591101,gpt-5.4-mini,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1528591101,qwen3-coder-30b-a3b-instruct,8,300,2,0,1,0,0,0,8,20,0.0,0.0,1.0
2,1851410617,claude-haiku-4.5,8,300,2,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1851410617,gemini-3-flash-preview,8,300,0,0,3,1,0,1,7,21,0.0,0.047619,0.933333
2,1851410617,gpt-4o-mini-2024-07-18,8,300,4,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,1851410617,gpt-5.4-mini,8,300,4,0,1,0,0,1,7,21,0.0,0.047619,0.933333
2,1851410617,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,1868687150,claude-haiku-4.5,8,300,2,0,4,0,1,0,9,19,0.111111,0.0,0.941176
2,1868687150,gemini-3-flash-preview,8,300,0,0,3,0,1,0,9,19,0.111111,0.0,0.941176
2,1868687150,gpt-4o-mini-2024-07-18,8,300,4,1,4,0,1,0,9,19,0.111111,0.0,0.941176
2,1868687150,gpt-5.4-mini,8,300,4,0,2,0,1,0,9,19,0.111111,0.0,0.941176
2,1868687150,qwen3-coder-30b-a3b-instruct,8,300,0,0,3,0,1,0,9,19,0.111111,0.0,0.941176
2,1871593145,claude-haiku-4.5,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1871593145,gemini-3-flash-preview,8,300,1,0,3,0,0,0,8,20,0.0,0.0,1.0
2,1871593145,gpt-4o-mini-2024-07-18,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1871593145,gpt-5.4-mini,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1871593145,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1922145947,claude-haiku-4.5,8,300,2,0,2,1,0,1,7,21,0.0,0.047619,0.933333
2,1922145947,gemini-3-flash-preview,8,300,0,0,3,1,0,1,7,21,0.0,0.047619,0.933333
2,1922145947,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1922145947,gpt-5.4-mini,8,300,4,0,2,1,0,1,7,21,0.0,0.047619,0.933333
2,1922145947,qwen3-coder-30b-a3b-instruct,8,300,2,0,4,0,0,1,7,21,0.0,0.047619,0.933333
2,1971979182,claude-haiku-4.5,8,300,1,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1971979182,gemini-3-flash-preview,8,300,0,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,1971979182,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1971979182,gpt-5.4-mini,8,300,4,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,1971979182,qwen3-coder-30b-a3b-instruct,8,300,3,0,4,0,0,1,7,21,0.0,0.047619,0.933333
2,2139245632,claude-haiku-4.5,8,300,2,0,0,0,0,0,8,20,0.0,0.0,1.0
2,2139245632,gemini-3-flash-preview,8,300,0,0,1,0,0,0,8,20,0.0,0.0,1.0
2,2139245632,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,0,8,20,0.0,0.0,1.0
2,2139245632,gpt-5.4-mini,8,300,4,0,0,0,0,0,8,20,0.0,0.0,1.0
2,2139245632,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
3,134103161,claude-haiku-4.5,10,300,2,0,2,0,0,0,10,35,0.0,0.0,1.0
3,134103161,gemini-3-flash-preview,10,300,0,0,2,0,0,0,10,35,0.0,0.0,1.0
3,134103161,gpt-4o-mini-2024-07-18,10,300,4,0,3,0,0,0,10,35,0.0,0.0,1.0
3,134103161,gpt-5.4-mini,10,300,2,0,1,0,0,0,10,35,0.0,0.0,1.0
3,134103161,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,503996499,claude-haiku-4.5,10,300,2,0,2,0,0,0,10,35,0.0,0.0,1.0
3,503996499,gemini-3-flash-preview,10,300,1,0,2,0,0,0,10,35,0.0,0.0,1.0
3,503996499,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,503996499,gpt-5.4-mini,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,503996499,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,533573537,claude-haiku-4.5,10,300,2,0,3,0,0,0,10,35,0.0,0.0,1.0
3,533573537,gemini-3-flash-preview,10,300,2,0,4,0,0,0,10,35,0.0,0.0,1.0
3,533573537,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,533573537,gpt-5.4-mini,10,300,2,0,2,0,0,0,10,35,0.0,0.0,1.0
3,533573537,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,556456621,claude-haiku-4.5,10,300,2,0,3,1,0,1,9,36,0.0,0.027778,0.947368
3,556456621,gemini-3-flash-preview,10,300,2,0,3,0,0,1,9,36,0.0,0.027778,0.947368
3,556456621,gpt-4o-mini-2024-07-18,10,300,4,0,4,1,0,1,9,36,0.0,0.027778,0.947368
3,556456621,gpt-5.4-mini,10,300,2,0,2,1,0,1,9,36,0.0,0.027778,0.947368
3,556456621,qwen3-coder-30b-a3b-instruct,10,300,2,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,627331919,claude-haiku-4.5,10,300,2,1,3,0,1,1,10,35,0.1,0.028571,0.9
3,627331919,gemini-3-flash-preview,10,300,2,1,4,0,1,1,10,35,0.1,0.028571,0.9
3,627331919,gpt-4o-mini-2024-07-18,10,300,4,1,0,0,1,1,10,35,0.1,0.028571,0.9
3,627331919,gpt-5.4-mini,10,300,4,1,4,0,1,1,10,35,0.1,0.028571,0.9
3,627331919,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,1,1,10,35,0.1,0.028571,0.9
3,651663323,claude-haiku-4.5,10,300,2,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,651663323,gemini-3-flash-preview,10,300,0,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,651663323,gpt-4o-mini-2024-07-18,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,651663323,gpt-5.4-mini,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,651663323,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,662646296,claude-haiku-4.5,10,300,2,1,2,1,1,2,9,36,0.111111,0.055556,0.842105
3,662646296,gemini-3-flash-preview,10,300,1,0,3,1,1,2,9,36,0.111111,0.055556,0.842105
3,662646296,gpt-4o-mini-2024-07-18,10,300,4,1,2,0,1,2,9,36,0.111111,0.055556,0.842105
3,662646296,gpt-5.4-mini,10,300,3,1,3,1,1,2,9,36,0.111111,0.055556,0.842105
3,662646296,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,1,2,9,36,0.111111,0.055556,0.842105
3,758067905,claude-haiku-4.5,10,300,3,0,4,0,0,0,10,35,0.0,0.0,1.0
3,758067905,gemini-3-flash-preview,10,300,0,0,3,0,0,0,10,35,0.0,0.0,1.0
3,758067905,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,758067905,gpt-5.4-mini,10,300,3,0,1,0,0,0,10,35,0.0,0.0,1.0
3,758067905,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,840147761,claude-haiku-4.5,10,300,1,0,2,0,0,0,10,35,0.0,0.0,1.0
3,840147761,gemini-3-flash-preview,10,300,1,0,2,0,0,0,10,35,0.0,0.0,1.0
3,840147761,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,840147761,gpt-5.4-mini,10,300,2,0,1,0,0,0,10,35,0.0,0.0,1.0
3,840147761,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,1030526534,claude-haiku-4.5,10,300,2,0,1,0,1,1,10,35,0.1,0.028571,0.9
3,1030526534,gemini-3-flash-preview,10,300,0,0,1,0,1,1,10,35,0.1,0.028571,0.9
3,1030526534,gpt-4o-mini-2024-07-18,10,300,4,0,4,0,1,1,10,35,0.1,0.028571,0.9
3,1030526534,gpt-5.4-mini,10,300,1,1,4,0,1,1,10,35,0.1,0.028571,0.9
3,1030526534,qwen3-coder-30b-a3b-instruct,10,300,0,0,0,0,1,1,10,35,0.1,0.028571,0.9
3,1119542432,claude-haiku-4.5,10,300,3,0,3,0,0,0,10,35,0.0,0.0,1.0
3,1119542432,gemini-3-flash-preview,10,300,1,0,2,0,0,0,10,35,0.0,0.0,1.0
3,1119542432,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,1119542432,gpt-5.4-mini,10,300,2,0,2,0,0,0,10,35,0.0,0.0,1.0
3,1119542432,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,1433384377,claude-haiku-4.5,10,300,3,0,0,0,0,0,10,35,0.0,0.0,1.0
3,1433384377,gemini-3-flash-preview,10,300,1,0,3,0,0,0,10,35,0.0,0.0,1.0
3,1433384377,gpt-4o-mini-2024-07-18,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,1433384377,gpt-5.4-mini,10,300,3,0,4,0,0,0,10,35,0.0,0.0,1.0
