run_id,arm,model_tag,prompt,level,seed,step,target,a,b,z,se,mu_obs,mu_int,truth,decision,correct,rationale
20260819T070128Z,local_mechanical,none,,1,1470120545,2,2,2,3,19.86779,0.11228,0.06731,-2.16344,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1004126917,1,4,4,2,18.74531,0.20853,-0.27798,3.63096,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1004126917,1,4,4,5,43.89965,0.17275,-0.26165,7.32194,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1343008841,1,0,0,3,2.21862,0.11323,0.092,-0.15921,b_to_a,a_to_b,0,
20260819T070128Z,local_mechanical,none,,1,1343008841,1,0,0,5,2.20948,0.09114,0.10978,-0.09161,b_to_a,a_to_b,0,
20260819T070128Z,local_mechanical,none,,1,848528041,1,1,1,3,0.16507,0.10484,-0.00406,0.01325,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,1,848528041,2,4,4,5,1.95539,0.09716,0.05916,-0.13084,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,1,433882786,1,1,1,4,2.60917,0.09314,0.02381,0.26682,b_to_a,a_to_b,0,
20260819T070128Z,local_mechanical,none,,1,433882786,2,2,2,3,1.04926,0.10691,-0.06966,-0.18183,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,1,920829464,1,3,3,4,35.96326,0.13158,0.03911,4.77098,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,424836758,1,2,2,3,35.80076,0.14171,0.07136,5.14467,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,424836758,1,2,2,5,33.82862,0.1238,-0.03185,4.15619,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1036482875,1,1,1,0,35.24428,0.28186,-0.50913,-10.44297,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1036482875,1,1,1,3,23.65011,0.1108,-0.1447,-2.76514,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1036482875,1,1,1,4,19.89016,0.11085,-0.09931,-2.30418,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1036482875,2,0,0,3,1.50305,0.13942,-0.1447,0.06485,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,1,674912463,1,1,1,3,39.44193,0.15878,0.04692,-6.2158,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,674912463,1,1,1,4,0.33645,0.10043,-0.04837,-0.01458,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,1,674912463,2,0,0,5,15.54781,0.11024,-0.03742,1.67662,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1761685205,1,1,1,3,18.30647,0.1707,0.00236,-3.1225,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,1,1761685205,2,2,2,4,0.12132,0.10082,-0.02692,-0.03915,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,1170454109,1,2,2,6,26.41095,0.10574,0.16795,2.96069,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1170454109,2,3,3,7,29.65891,0.12139,-0.02207,-3.62243,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1922145947,1,4,4,0,31.19437,0.12155,0.01735,-3.77421,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1922145947,1,4,4,3,39.16225,0.14691,-0.09117,-5.8446,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1922145947,1,4,4,7,35.68838,0.1364,0.0505,-4.81753,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1922145947,2,2,2,5,29.37982,0.10959,0.1627,-3.05694,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,490919193,1,0,0,2,33.06254,0.13247,-0.06881,4.31097,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,490919193,1,0,0,3,0.08645,0.09481,-0.03939,-0.04758,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,490919193,1,0,0,7,42.20925,0.17742,-0.00653,7.48234,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,490919193,2,4,4,5,0.10857,0.10077,0.0136,0.00266,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,113229833,1,6,6,0,26.13502,0.11558,0.09001,3.11077,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,113229833,1,6,6,2,37.76304,0.15769,0.0575,6.01248,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,113229833,2,1,1,7,1.04241,0.09551,0.02161,-0.07795,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,115210587,1,1,1,3,27.94303,0.12163,-0.00355,3.39512,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,115210587,1,1,1,7,0.13292,0.09925,-0.02865,-0.04184,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,115210587,2,4,4,5,19.15284,0.11032,0.03801,-2.07489,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1528591101,1,2,2,1,34.05764,0.13377,-0.19102,-4.74681,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1528591101,1,2,2,6,25.97881,0.11203,0.05931,2.9696,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,2139245632,1,1,1,2,38.60545,0.15818,-0.29913,5.80742,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,2139245632,2,5,5,7,27.92331,0.12255,0.12263,3.5446,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1013733486,1,2,2,5,39.70505,0.13577,0.13567,5.52627,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1013733486,1,2,2,7,34.2816,0.14097,0.12113,4.95396,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1013733486,2,0,0,4,0.57644,0.09889,0.01494,0.07195,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,1205066770,1,1,1,5,0.4908,0.10636,0.02296,-0.02924,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,2,1205066770,1,1,1,7,40.71432,0.19828,0.12219,8.19521,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,2,1205066770,2,3,3,4,0.40183,0.10452,0.01626,0.05826,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1209483262,1,6,6,0,20.90837,0.10596,-0.04195,2.1735,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1209483262,1,6,6,5,37.46182,0.13929,0.09595,-5.12213,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1409296086,1,2,2,8,32.02744,0.33594,0.22593,10.98515,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1409296086,2,7,7,0,35.18761,0.13233,-0.01775,-4.67404,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1409296086,2,7,7,6,31.01015,0.13138,-0.02656,4.04747,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1868687150,1,0,0,1,1.31925,0.10199,0.13872,0.00417,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1868687150,1,0,0,9,33.62686,0.13009,0.14479,-4.22963,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1868687150,2,2,2,7,38.0785,0.15122,0.01892,5.77718,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1851410617,1,9,9,0,19.1471,0.19279,-0.01037,-3.70177,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1851410617,1,9,9,1,0.7664,0.10179,-0.01356,0.06445,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1851410617,1,9,9,3,45.70344,0.23412,0.04731,10.74761,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1851410617,2,2,2,5,0.52947,0.10253,0.03955,-0.01473,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1511305649,1,5,5,2,37.14649,0.1385,-0.05753,5.08726,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1511305649,1,5,5,3,31.62465,0.13301,-0.06735,4.139,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1511305649,1,5,5,7,35.62926,0.13256,-0.12209,4.601,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1221181939,1,2,2,3,40.47376,0.14078,-0.12793,5.57005,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1221181939,1,2,2,7,31.93391,0.13323,0.14582,-4.10889,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1221181939,1,2,2,8,37.56806,0.14792,0.10608,-5.45117,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1221181939,2,4,4,5,0.94876,0.0929,0.01313,-0.07501,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1971979182,1,5,5,6,22.78899,0.11724,-0.06929,-2.74104,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1971979182,2,0,0,4,21.79379,0.11315,-0.11183,-2.57781,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1971979182,3,2,2,3,0.49848,0.09941,-0.05197,-0.10152,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,672264874,1,4,4,2,41.95058,0.14527,-0.01472,6.07937,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,672264874,1,4,4,3,30.35524,0.12406,0.03689,3.80275,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,672264874,1,4,4,9,39.9716,0.15197,0.05182,6.12623,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,672264874,2,1,1,8,0.55256,0.1055,-0.04544,0.01285,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1871593145,1,6,6,4,24.0143,0.11679,-0.08706,-2.89171,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1871593145,1,6,6,7,24.82353,0.11762,0.04339,-2.87631,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1871593145,1,6,6,9,31.63893,0.13269,0.03601,4.23433,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1871593145,2,1,1,5,1.03796,0.17296,-0.03884,-0.21837,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1871593145,3,3,3,8,17.07037,0.10413,0.00175,-1.77584,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1160858884,1,3,3,4,30.25547,0.12515,-0.09455,-3.88094,a_to_b,a_to_b,1,
20260819T070128Z,local_mechanical,none,,3,1160858884,1,3,3,8,1.02112,0.10478,-0.01788,-0.12486,b_to_a,b_to_a,1,
20260819T070128Z,local_mechanical,none,,3,1160858884,2,1,1,5,0.21109,0.09615,0.09609,0.07579,b_to_a,b_to_a,1,
