run_id,timestamp_utc,study,arm,selector,readout,prompt,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,status,error,wall_sec,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,interventions_used,submit_directed,submit_undirected,steps_taken,pc_skeleton_f1_ceiling,pc_truth_in_class,belief_undirected_final,decisions,decisions_correct,decisions_wrong,decisions_abstain,orientations_correct,orientations_wrong,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,total_tokens,cost_usd,llm_latency_sec
20260819T070421Z,2026-08-19T07:04:23.222001+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,1470120545,14701205450108,6,6,300,150,3,2,6,success,,0.007,1.0,1.0,1.0,1.0,1.0,0,2,6,0,2,1.0,1,0,3,3,0,0,3,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.229162+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,1004126917,10041269170108,6,6,300,150,3,2,6,success,,0.01,0.9090909090909091,1.0,0.6,0.5,0.5454545454545454,3,1,5,0,1,0.909091,0,0,2,2,0,0,2,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.239350+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,1343008841,13430088410108,6,6,300,150,2,1,6,success,,0.007,0.9090909090909091,1.0,0.6,0.5,0.5454545454545454,3,1,5,0,1,0.909091,0,0,2,0,2,0,0,2,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.246949+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,848528041,8485280410108,6,6,300,150,3,2,6,success,,0.007,1.0,1.0,1.0,1.0,1.0,0,2,6,0,2,1.0,1,0,2,2,0,0,2,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.254786+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,433882786,4338827860108,6,6,300,150,3,2,6,success,,0.007,0.8333333333333334,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,2,6,0,2,0.833333,0,0,2,1,1,0,1,1,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.262158+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,920829464,9208294640108,6,6,300,150,3,2,6,success,,0.006,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,6,0,1,1.0,0,0,2,2,0,0,2,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.269232+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,424836758,4248367580108,6,6,300,150,2,1,6,success,,0.009,1.0,1.0,1.0,1.0,1.0,0,2,6,0,2,1.0,1,0,4,4,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.279311+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,1036482875,10364828750108,6,6,300,150,3,2,6,success,,0.009,1.0,1.0,1.0,1.0,1.0,0,2,6,0,2,1.0,1,0,4,4,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.288716+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,674912463,6749124630108,6,6,300,150,3,2,6,success,,0.006,1.0,1.0,1.0,1.0,1.0,0,2,6,0,2,1.0,1,0,3,3,0,0,3,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.295720+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,1,1761685205,17616852050108,6,6,300,150,2,1,6,success,,0.006,0.9090909090909091,0.4,0.8,0.6666666666666666,0.7272727272727272,2,2,5,0,2,0.909091,0,0,2,2,0,0,2,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.302315+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,1170454109,11704541090209,8,8,300,150,3,2,8,success,,0.01,1.0,1.0,1.0,1.0,1.0,0,2,8,0,2,1.0,1,0,2,2,0,0,2,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.312986+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,1922145947,19221459470209,8,8,300,150,3,2,8,success,,0.012,0.9333333333333333,0.8,1.0,0.875,0.9333333333333333,1,2,7,0,2,0.933333,0,0,4,4,0,0,5,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.325582+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,490919193,4909191930209,8,8,300,150,3,2,8,success,,0.012,0.7999999999999999,0.3333333333333333,0.7142857142857143,0.625,0.6666666666666666,4,2,7,0,2,0.8,0,0,4,4,0,0,4,1,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.338711+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,113229833,1132298330209,8,8,300,150,3,2,8,success,,0.01,1.0,1.0,1.0,1.0,1.0,0,2,8,0,2,1.0,1,0,3,3,0,0,3,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.349589+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,115210587,1152105870209,8,8,300,150,3,2,8,success,,0.012,0.9333333333333333,0.888888888888889,1.0,0.875,0.9333333333333333,1,2,7,0,2,0.933333,0,0,3,3,0,0,3,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.362453+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,1528591101,15285911010209,8,8,300,150,2,1,8,success,,0.015,1.0,1.0,1.0,1.0,1.0,0,1,8,0,1,1.0,1,0,2,2,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.377909+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,2139245632,21392456320209,8,8,300,150,3,2,8,success,,0.011,1.0,1.0,0.875,0.875,0.875,1,2,8,0,2,1.0,1,0,4,3,1,0,3,1,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.389603+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,1013733486,10137334860209,8,8,300,150,3,2,8,success,,0.01,1.0,1.0,1.0,1.0,1.0,0,2,8,0,2,1.0,1,0,3,3,0,0,3,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.400226+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,1205066770,12050667700209,8,8,300,150,3,2,8,success,,0.011,0.8571428571428571,0.8,1.0,0.75,0.8571428571428571,2,2,6,0,2,0.857143,0,0,3,3,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.412087+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,2,961883866,9618838660209,8,8,300,150,2,1,8,success,,0.009,0.9333333333333333,1.0,0.8571428571428571,0.75,0.7999999999999999,2,0,7,0,0,0.933333,0,0,0,0,0,0,0,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.421786+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1209483262,12094832620310,10,10,300,150,2,1,10,success,,0.015,1.0,1.0,1.0,1.0,1.0,0,2,10,0,2,1.0,1,0,3,3,0,0,3,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.437631+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1409296086,14092960860310,10,10,300,150,4,3,10,success,,0.019,0.9473684210526316,1.0,0.8888888888888888,0.8,0.8421052631578948,2,2,9,0,2,0.947368,0,0,4,4,0,0,4,1,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.457400+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1868687150,18686871500310,10,10,300,150,3,2,10,success,,0.019,0.888888888888889,0.8333333333333333,1.0,0.8,0.888888888888889,2,2,8,0,2,0.888889,0,0,4,4,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.477233+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1851410617,18514106170310,10,10,300,150,3,2,10,success,,0.017,1.0,1.0,1.0,1.0,1.0,0,2,10,0,2,1.0,1,0,4,4,0,0,5,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.495419+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1511305649,15113056490310,10,10,300,150,2,1,10,success,,0.017,0.9473684210526316,0.9090909090909091,1.0,0.9,0.9473684210526316,1,1,9,0,1,0.947368,0,0,3,3,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.513484+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1221181939,12211819390310,10,10,300,150,3,2,10,success,,0.023,0.9473684210526316,1.0,1.0,0.9,0.9473684210526316,1,2,9,0,2,0.947368,0,0,4,4,0,0,5,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.537550+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1971979182,19719791820310,10,10,300,150,4,3,10,success,,0.02,0.888888888888889,0.8333333333333333,1.0,0.8,0.888888888888889,2,3,8,0,3,0.888889,0,0,4,4,0,0,5,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.558586+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,672264874,6722648740310,10,10,300,150,4,3,10,success,,0.026,0.9473684210526316,0.6666666666666665,0.7777777777777778,0.7,0.7368421052631577,3,2,9,0,2,0.947368,0,0,4,4,0,0,4,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.585317+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1871593145,18715931450310,10,10,300,150,4,3,10,success,,0.028,1.0,1.0,1.0,1.0,1.0,0,3,10,0,3,1.0,1,0,5,5,0,0,8,0,,,,,,,,
20260819T070421Z,2026-08-19T07:04:23.613891+00:00,study1_local,local_mechanical,maxdeg,mechanical,,,none,3,1160858884,11608588840310,10,10,300,150,3,2,10,success,,0.016,0.9473684210526316,1.0,1.0,0.9,0.9473684210526316,1,2,9,0,2,0.947368,0,0,3,3,0,0,3,0,,,,,,,,
