arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
eig+meek,none,2,10,10,0,0.906548,0.109899,0.838432,0.974664,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.1,1.286684,0.302505,1.897495,0.95,0.158114,0.852,1.048,0.1,0.316228,-0.096,0.296,0.055556,0.166667,-0.053333,0.164444,0.986111,0.041667,0.958889,1.013333,0.0,0.0,0.0,0.0,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.8,0.632456,1.408,2.192,1.8,0.632456,1.408,2.192,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0185,0.002991,0.016646,0.020354
eig+meek,none,3,10,10,0,0.919883,0.083664,0.868027,0.971739,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.2,1.032796,0.559867,1.840133,0.95,0.158114,0.852,1.048,0.2,0.421637,-0.061333,0.461333,0.1,0.210819,-0.030667,0.230667,0.966666,0.070274,0.92311,1.010222,0.0,0.0,0.0,0.0,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0345,0.016119,0.024509,0.044491
llm+llm,gpt-4o-mini-2024-07-18,0,10,10,0,0.3,0.3592,0.077365,0.522635,1.0,0.0,1.0,1.0,0.795238,0.142061,0.707188,0.883289,3.1,1.595131,2.111327,4.088673,0.9,0.210819,0.769333,1.030667,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,0.962963,0.11111,0.890371,1.035555,0.0,0.0,0.0,0.0,1.4,0.699206,0.966628,1.833372,1.4,0.699206,0.966628,1.833372,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,1158.4,356.1305,937.668029,1379.131971,176.4,43.495083,149.441468,203.358532,1334.8,395.990123,1089.362779,1580.237221,0.00028,7.8e-05,0.000231,0.000328,2.4,0.699206,1.966628,2.833372,0.0,0.0,0.0,0.0,3.398,0.918242,2.828868,3.967132
llm+llm,gpt-4o-mini-2024-07-18,1,10,10,0,0.574242,0.168504,0.469803,0.678682,0.855714,0.226624,0.715251,0.996177,0.855758,0.187749,0.739389,0.972126,3.3,1.766981,2.204814,4.395186,0.866667,0.219427,0.730664,1.002669,0.4,0.699206,-0.033372,0.833372,0.233333,0.417222,-0.025264,0.49193,0.908333,0.168737,0.803749,1.012917,0.149095,0.218395,0.013732,0.284458,0.85,0.337474,0.640831,1.059169,0.0,0.0,0.0,0.0,1.8,0.632456,1.408,2.192,1.8,0.632456,1.408,2.192,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,1507.7,397.294755,1261.45416,1753.94584,196.4,28.787343,178.55742,214.24258,1704.1,421.616848,1442.77917,1965.42083,0.000344,7.5e-05,0.000298,0.00039,2.8,0.632456,2.408,3.192,0.0,0.0,0.0,0.0,4.2796,1.12532,3.58212,4.97708
llm+llm,gpt-4o-mini-2024-07-18,2,10,10,0,0.645348,0.285572,0.468349,0.822347,0.799798,0.336617,0.59116,1.008436,0.858821,0.16456,0.756826,0.960817,3.9,2.960856,2.064843,5.735157,0.966667,0.105409,0.901333,1.032,0.1,0.316228,-0.096,0.296,0.037037,0.11111,-0.035555,0.109629,0.981481,0.055557,0.945184,1.017778,0.102885,0.192114,-0.016189,0.221959,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.8,0.788811,1.31109,2.28891,1.8,0.788811,1.31109,2.28891,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,1645.5,512.460568,1327.873649,1963.126351,186.4,43.597146,159.378209,213.421791,1831.9,548.907288,1491.683738,2172.116262,0.000359,0.0001,0.000297,0.00042,2.8,0.788811,2.31109,3.28891,0.0,0.0,0.0,0.0,3.8486,1.022153,3.215063,4.482137
llm+llm,gpt-4o-mini-2024-07-18,3,10,10,0,0.610833,0.169211,0.505955,0.715711,0.769075,0.307984,0.578185,0.959966,0.870451,0.059994,0.833266,0.907636,5.4,2.590581,3.794341,7.005659,0.916667,0.180021,0.805089,1.028245,1.0,1.333333,0.173591,1.826409,0.35,0.447558,0.072601,0.627399,0.905555,0.101599,0.842583,0.968527,0.258753,0.331964,0.052999,0.464507,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.3,0.674949,1.881663,2.718337,2.3,0.674949,1.881663,2.718337,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,2160.7,544.658721,1823.117027,2498.282973,218.8,44.847396,191.003296,246.596704,2379.5,580.517059,2019.691799,2739.308201,0.000455,0.000104,0.000391,0.00052,3.3,0.674949,2.881663,3.718337,0.0,0.0,0.0,0.0,6.2699,4.739159,3.332539,9.207261
llm+llm,qwen3-coder-30b-a3b-instruct,0,10,10,0,0.182857,0.283547,0.007113,0.358602,1.0,0.0,1.0,1.0,0.885714,0.060234,0.848381,0.923048,3.4,0.966092,2.80121,3.99879,0.9,0.210819,0.769333,1.030667,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,0.962963,0.11111,0.890371,1.035555,0.0,0.0,0.0,0.0,1.4,0.699206,0.966628,1.833372,1.4,0.699206,0.966628,1.833372,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,1838.4,547.707586,1498.927321,2177.872679,292.2,110.849047,223.495049,360.904951,2130.6,618.700107,1747.125701,2514.074299,0.000432,0.000398,0.000186,0.000679,2.4,0.699206,1.966628,2.833372,0.0,0.0,0.0,0.0,18.0604,8.405006,12.850923,23.269877
llm+llm,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.585253,0.197234,0.463006,0.707499,0.892381,0.204315,0.765745,1.019017,0.922075,0.092399,0.864805,0.979344,3.0,1.490712,2.076047,3.923953,0.9,0.210819,0.769333,1.030667,0.2,0.632456,-0.192,0.592,0.1,0.316228,-0.096,0.296,0.975,0.079057,0.926,1.024,0.056675,0.146199,-0.03394,0.14729,0.9,0.316228,0.704,1.096,0.0,0.0,0.0,0.0,1.7,0.483046,1.400605,1.999395,1.7,0.483046,1.400605,1.999395,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,2332.0,384.620737,2093.609598,2570.390402,606.5,955.511062,14.268108,1198.731892,2938.5,1121.302938,2243.509239,3633.490761,0.000424,0.000444,0.000148,0.000699,2.8,0.421637,2.538667,3.061333,0.1,0.316228,-0.096,0.296,34.9717,50.967189,3.381909,66.561491
llm+llm,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.68,0.208396,0.550835,0.809165,0.852222,0.242305,0.70204,1.002405,0.931429,0.072364,0.886577,0.97628,3.0,1.943651,1.795313,4.204687,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.056675,0.146199,-0.03394,0.14729,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,2409.4,623.492885,2022.955106,2795.844894,535.5,884.625376,-12.796488,1083.796488,2944.9,1192.61081,2205.712162,3684.087838,0.00125,0.001627,0.000242,0.002258,2.7,0.674949,2.281663,3.118337,0.0,0.0,0.0,0.0,11.3655,10.776713,4.686024,18.044976
llm+llm,qwen3-coder-30b-a3b-instruct,3,10,10,0,0.63077,0.113817,0.560226,0.701315,0.885781,0.165984,0.782903,0.988659,0.888729,0.141911,0.800771,0.976686,6.4,5.738757,2.843081,9.956919,0.875,0.212459,0.743316,1.006684,0.4,0.699206,-0.033372,0.833372,0.175,0.334373,-0.032247,0.382247,0.95,0.089581,0.894477,1.005523,0.04408,0.120135,-0.030381,0.118541,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.3,0.674949,1.881663,2.718337,2.3,0.674949,1.881663,2.718337,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,3410.0,1312.93378,2596.235212,4223.764788,738.4,948.89681,150.267664,1326.532336,4148.4,2218.081614,2773.618773,5523.181227,0.001756,0.001825,0.000625,0.002887,3.4,0.966092,2.80121,3.99879,0.1,0.316228,-0.096,0.296,19.7219,14.93063,10.4678,28.976
llm+meek,gpt-4o-mini-2024-07-18,0,10,10,0,0.785714,0.235702,0.639625,0.931804,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.1,0.994429,0.483647,1.716353,0.9,0.210819,0.769333,1.030667,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,0.962963,0.11111,0.890371,1.035555,0.0,0.0,0.0,0.0,1.4,0.699206,0.966628,1.833372,1.4,0.699206,0.966628,1.833372,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,604.2,315.63298,408.568652,799.831348,62.7,31.130728,43.404975,81.995025,666.9,346.60687,452.070836,881.729164,0.000128,6.6e-05,8.7e-05,0.000169,1.4,0.699206,0.966628,1.833372,0.0,0.0,0.0,0.0,1.4604,0.706407,1.022564,1.898236
llm+meek,gpt-4o-mini-2024-07-18,1,10,10,0,0.813636,0.230344,0.670868,0.956405,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.3,1.494434,0.37374,2.22626,0.866667,0.219427,0.730664,1.002669,0.4,0.699206,-0.033372,0.833372,0.233333,0.417222,-0.025264,0.49193,0.908333,0.168737,0.803749,1.012917,0.149095,0.218395,0.013732,0.284458,0.85,0.337474,0.640831,1.059169,0.0,0.0,0.0,0.0,1.8,0.632456,1.408,2.192,1.8,0.632456,1.408,2.192,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,868.5,349.49241,651.88236,1085.11764,75.6,27.154701,58.769342,92.430658,944.1,375.624059,711.285797,1176.914203,0.000176,6.8e-05,0.000133,0.000218,1.8,0.632456,1.408,2.192,0.0,0.0,0.0,0.0,1.9739,0.69248,1.544697,2.403103
llm+meek,gpt-4o-mini-2024-07-18,2,10,10,0,0.906548,0.109899,0.838432,0.974664,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.1,1.286684,0.302505,1.897495,0.966667,0.105409,0.901333,1.032,0.1,0.316228,-0.096,0.296,0.037037,0.11111,-0.035555,0.109629,0.981481,0.055557,0.945184,1.017778,0.102885,0.192114,-0.016189,0.221959,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.8,0.788811,1.31109,2.28891,1.8,0.788811,1.31109,2.28891,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,949.6,441.026883,676.248706,1222.951294,79.1,33.844251,58.123116,100.076884,1028.7,473.95172,734.94168,1322.45832,0.00019,8.6e-05,0.000137,0.000243,1.8,0.788811,1.31109,2.28891,0.0,0.0,0.0,0.0,2.0261,0.912856,1.460306,2.591894
