arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
llm+meek,gpt-4o-mini-2024-07-18,1,10,10,0,0.94697,0.095627,0.8877,1.00624,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.4,0.699206,-0.033372,0.833372,0.966667,0.105409,0.901333,1.032,0.3,0.948683,-0.288,0.888,0.1,0.316228,-0.096,0.296,0.975556,0.077299,0.927646,1.023466,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.707107,1.061731,1.938269,1.5,0.707107,1.061731,1.938269,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,717.3,387.46901,477.14422,957.45578,60.4,27.605152,43.290149,77.509851,777.7,414.246853,520.94714,1034.45286,0.000144,7.4e-05,9.8e-05,0.00019,1.5,0.707107,1.061731,1.938269,0.0,0.0,0.0,0.0,1.5523,0.670842,1.136508,1.968092
llm+meek,gpt-4o-mini-2024-07-18,2,10,10,0,0.886975,0.161948,0.786598,0.987351,0.913333,0.178225,0.802868,1.023798,0.980784,0.031014,0.961562,1.000007,1.1,1.449138,0.201815,1.998185,0.75,0.225668,0.61013,0.88987,1.2,1.316561,0.383987,2.016013,0.516667,0.630745,0.125727,0.907607,0.865,0.151039,0.771385,0.958615,0.052665,0.0901,-0.003179,0.108509,0.908333,0.216774,0.773975,1.042691,0.0,0.0,0.0,0.0,2.1,0.737865,1.642667,2.557333,2.1,0.737865,1.642667,2.557333,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.2,0.421637,-0.061333,0.461333,1135.4,460.28257,850.113907,1420.686093,88.4,31.397806,68.939438,107.860562,1223.8,491.503091,919.163228,1528.436772,0.000223,8.8e-05,0.000169,0.000278,2.1,0.737865,1.642667,2.557333,0.0,0.0,0.0,0.0,2.1772,0.741644,1.717525,2.636875
llm+meek,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.94697,0.095627,0.8877,1.00624,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.4,0.699206,-0.033372,0.833372,0.916667,0.180021,0.805089,1.028245,0.4,0.966092,-0.19879,0.99879,0.15,0.337474,-0.059169,0.359169,0.958889,0.088587,0.903982,1.013796,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.699206,1.166628,2.033372,1.6,0.699206,1.166628,2.033372,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,1188.0,579.737297,828.675101,1547.324899,85.2,36.067221,62.845305,107.554695,1273.2,613.776977,892.777088,1653.622912,0.000382,0.000193,0.000262,0.000502,1.6,0.699206,1.166628,2.033372,0.0,0.0,0.0,0.0,2.6237,1.508704,1.688596,3.558804
llm+meek,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.888999,0.171108,0.782945,0.995053,0.908889,0.191292,0.790325,1.027453,0.980784,0.031014,0.961562,1.000007,1.1,1.449138,0.201815,1.998185,0.75,0.225668,0.61013,0.88987,1.1,1.449138,0.201815,1.998185,0.45,0.648122,0.04829,0.85171,0.873333,0.162221,0.772787,0.973879,0.131834,0.204133,0.005311,0.258357,0.913333,0.213265,0.78115,1.045516,0.0,0.0,0.0,0.0,2.1,0.737865,1.642667,2.557333,2.1,0.737865,1.642667,2.557333,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.2,0.421637,-0.061333,0.461333,1724.6,692.889954,1295.142357,2154.057643,115.1,39.06533,90.887058,139.312942,1839.7,729.758567,1387.390954,2292.009046,0.000578,0.000251,0.000422,0.000733,2.1,0.737865,1.642667,2.557333,0.0,0.0,0.0,0.0,4.6582,2.643411,3.019797,6.296603
llm_e2e,gpt-4o-mini-2024-07-18,1,10,10,0,0.0,0.0,0.0,0.0,0.3,0.483046,0.000605,0.599395,0.13986,0.181279,0.027502,0.252218,7.9,2.13177,6.578715,9.221285,0.6,0.086066,0.546656,0.653344,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.516398,2.279933,2.920067,2.6,0.516398,2.279933,2.920067,,,,,,,,,,,,,,,,,,,,,90096.1,13019.23119,82026.696907,98165.503093,212.4,32.090843,192.509889,232.290111,90308.5,13048.808998,82220.764391,98396.235609,0.008861,0.001029,0.008223,0.009499,3.6,0.516398,3.279933,3.920067,0.0,0.0,0.0,0.0,5.4988,0.923786,4.926231,6.071369
llm_e2e,gpt-4o-mini-2024-07-18,2,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091111,0.180367,-0.020681,0.202904,9.9,3.142893,7.952015,11.847985,0.6,0.086066,0.546656,0.653344,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.516398,2.279933,2.920067,2.6,0.516398,2.279933,2.920067,,,,,,,,,,,,,,,,,,,,,119091.3,17144.15141,108465.244867,129717.355133,213.7,32.509998,193.550094,233.849906,119305.0,17171.642573,108661.905667,129948.094333,0.011591,0.001317,0.010774,0.012407,3.6,0.516398,3.279933,3.920067,0.0,0.0,0.0,0.0,5.6063,0.812118,5.102944,6.109656
llm_e2e,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.188578,0.23758,0.041325,0.335832,0.523333,0.416348,0.265278,0.781389,0.396853,0.179875,0.285366,0.508341,8.1,2.13177,6.778715,9.421285,0.6,0.086066,0.546656,0.653344,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.516398,2.279933,2.920067,2.6,0.516398,2.279933,2.920067,,,,,,,,,,,,,,,,,,,,,130678.2,18876.537187,118978.401038,142377.998962,479.4,97.867484,418.741105,540.058895,131157.6,18962.886496,119404.281182,142910.918818,0.025567,0.001915,0.02438,0.026754,3.6,0.516398,3.279933,3.920067,0.0,0.0,0.0,0.0,50.8877,8.936665,45.348698,56.426702
llm_e2e,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.114683,0.135434,0.03074,0.198625,0.201587,0.273505,0.032067,0.371107,0.330364,0.163512,0.229018,0.43171,12.2,1.813529,11.075963,13.324037,0.6,0.086066,0.546656,0.653344,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.516398,2.279933,2.920067,2.6,0.516398,2.279933,2.920067,,,,,,,,,,,,,,,,,,,,,173424.8,24831.606243,158034.010997,188815.589003,449.6,115.627947,377.933056,521.266944,173874.4,24920.583568,158428.46228,189320.33772,0.035373,0.006446,0.031377,0.039368,3.6,0.516398,3.279933,3.920067,0.0,0.0,0.0,0.0,64.1657,14.082909,55.437023,72.894377
maxdeg+llm,gpt-4o-mini-2024-07-18,1,10,10,0,0.647296,0.193341,0.527462,0.76713,0.866667,0.322031,0.66707,1.066263,0.941958,0.074741,0.895633,0.988283,2.6,1.429841,1.713776,3.486224,0.916667,0.180021,0.805089,1.028245,0.4,0.966092,-0.19879,0.99879,0.15,0.337474,-0.059169,0.359169,0.958889,0.088587,0.903982,1.013796,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.699206,1.166628,2.033372,1.6,0.699206,1.166628,2.033372,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,624.8,51.723195,592.741632,656.858368,131.7,28.292323,114.164236,149.235764,756.5,61.511065,718.375047,794.624953,0.000173,1.9e-05,0.000161,0.000185,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.836,1.749703,1.751523,3.920477
maxdeg+llm,gpt-4o-mini-2024-07-18,2,10,10,0,0.600868,0.185195,0.486082,0.715653,0.854444,0.217761,0.719475,0.989414,0.883775,0.103485,0.819634,0.947915,4.6,2.1187,3.286816,5.913184,0.8,0.219427,0.663998,0.936002,0.6,0.843274,0.077333,1.122667,0.216667,0.294498,0.034135,0.399199,0.936667,0.086392,0.883121,0.990213,0.03357,0.076787,-0.014023,0.081163,0.888333,0.216604,0.754081,1.022585,0.0,0.0,0.0,0.0,2.0,0.816497,1.49393,2.50607,2.0,0.816497,1.49393,2.50607,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.0,0.0,0.0,0.0,717.4,73.388161,671.913546,762.886454,123.6,20.100857,111.14136,136.05864,841.0,74.182957,795.020927,886.979073,0.000182,1.6e-05,0.000172,0.000191,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1375,0.392066,1.894495,2.380505
maxdeg+llm,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.621515,0.279787,0.448101,0.794929,0.9,0.316228,0.704,1.096,0.904242,0.140946,0.816883,0.991602,2.7,1.946507,1.493543,3.906457,0.916667,0.180021,0.805089,1.028245,0.4,0.966092,-0.19879,0.99879,0.15,0.337474,-0.059169,0.359169,0.958889,0.088587,0.903982,1.013796,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.699206,1.166628,2.033372,1.6,0.699206,1.166628,2.033372,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,1096.1,423.048053,833.8921,1358.3079,553.9,951.294609,-35.718507,1143.518507,1650.0,1371.447087,799.968289,2500.031711,0.001131,0.001696,8e-05,0.002182,1.1,0.316228,0.904,1.296,0.1,0.316228,-0.096,0.296,14.5389,31.166363,-4.778212,33.856012
maxdeg+llm,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.715365,0.146159,0.624774,0.805955,0.897143,0.175714,0.788234,1.006051,0.961569,0.033214,0.940982,0.982155,2.7,1.494434,1.77374,3.62626,0.8,0.219427,0.663998,0.936002,0.6,0.843274,0.077333,1.122667,0.216667,0.294498,0.034135,0.399199,0.936667,0.086392,0.883121,0.990213,0.03357,0.076787,-0.014023,0.081163,0.888333,0.216604,0.754081,1.022585,0.0,0.0,0.0,0.0,2.0,0.816497,1.49393,2.50607,2.0,0.816497,1.49393,2.50607,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.0,0.0,0.0,0.0,1481.1,670.287244,1065.651662,1896.548338,1200.5,1478.438384,284.154396,2116.845604,2681.6,2143.511408,1353.037865,4010.162135,0.002306,0.002642,0.000669,0.003944,1.3,0.483046,1.000605,1.599395,0.3,0.483046,0.000605,0.599395,21.0688,24.625818,5.80556,36.33204
maxdeg+meek,none,1,10,10,0,0.94697,0.095627,0.8877,1.00624,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.4,0.699206,-0.033372,0.833372,0.916667,0.180021,0.805089,1.028245,0.4,0.966092,-0.19879,0.99879,0.15,0.337474,-0.059169,0.359169,0.958889,0.088587,0.903982,1.013796,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.699206,1.166628,2.033372,1.6,0.699206,1.166628,2.033372,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5886,1.815643,-0.536747,1.713947
maxdeg+meek,none,2,10,10,0,0.890784,0.170832,0.784902,0.996667,0.908889,0.191292,0.790325,1.027453,0.980784,0.031014,0.961562,1.000007,1.0,1.414214,0.123461,1.876539,0.8,0.219427,0.663998,0.936002,0.6,0.843274,0.077333,1.122667,0.216667,0.294498,0.034135,0.399199,0.936667,0.086392,0.883121,0.990213,0.03357,0.076787,-0.014023,0.081163,0.888333,0.216604,0.754081,1.022585,0.0,0.0,0.0,0.0,2.0,0.816497,1.49393,2.50607,2.0,0.816497,1.49393,2.50607,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,0.003307,0.018551,0.022649
