run_id,arm,model_tag,level,seed,step,target,value,undirected_before,undirected_after,mec_size_before,mec_entropy_before,mec_exhaustive,true_gain_chosen,true_gain_best,selection_regret,selection_quality,eig_chosen_nats,eig_best_nats,eig_regret_nats,edges_resolved,orientations_correct,orientations_wrong,selector_meta
20260819T065858Z,eig+meek,none,0,1279549348,1,1,3.8538,4,2,8,2.07944,1,4,4,0.0,1.0,1.55958,1.55958,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.55958, ""mec_size"": 8, ""mec_entropy_nats"": 2.07944, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,0,1279549348,2,2,2.738,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,0,1279549348,1,1,3.8538,4,2,8,2.07944,1,4,4,0.0,1.0,1.55958,1.55958,0.0,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 4}"
20260819T065858Z,oracle+meek,none,0,1279549348,2,1,3.8538,2,1,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,1,0,1,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T065858Z,random+meek,none,0,1943031107,1,1,7.7998,3,1,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,2,1,1,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,0,1943031107,2,1,7.7998,1,1,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,0,0,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,0,1943031107,3,0,4.6388,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,0,1943031107,1,1,7.7998,3,1,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,2,1,1,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,maxdeg+meek,none,0,1943031107,2,0,4.6388,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,eig+meek,none,0,1943031107,1,1,7.7998,3,1,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,2,1,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,0,1943031107,2,0,4.6388,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,0,1943031107,1,0,4.6388,3,0,4,1.38629,1,3,3,0.0,1.0,0.56234,1.03972,0.47739,3,2,1,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260819T065858Z,random+meek,none,0,1580201974,1,0,10.1517,3,2,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,1,0,1,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,0,1580201974,2,3,5.0961,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,0,1580201974,1,0,10.1517,3,2,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,1,0,1,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,maxdeg+meek,none,0,1580201974,2,3,5.0961,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,eig+meek,none,0,1580201974,1,0,10.1517,3,2,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,1,0,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,0,1580201974,2,3,5.0961,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,0,1580201974,1,2,2.9136,3,0,4,1.38629,1,3,3,0.0,1.0,0.56234,1.03972,0.47739,3,2,1,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260819T065858Z,random+meek,none,0,1078156455,1,2,3.1288,3,0,4,1.38629,1,3,3,0.0,1.0,0.56234,1.03972,0.47739,3,2,1,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,0,1078156455,1,1,10.4743,3,1,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,2,1,1,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,maxdeg+meek,none,0,1078156455,2,0,4.9295,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,eig+meek,none,0,1078156455,1,1,10.4743,3,1,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,2,1,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,0,1078156455,2,0,4.9295,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,0,1078156455,1,2,3.1288,3,0,4,1.38629,1,3,3,0.0,1.0,0.56234,1.03972,0.47739,3,2,1,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260819T065858Z,random+meek,none,0,1158667886,1,1,6.3039,3,0,4,1.38629,1,3,3,0.0,1.0,1.38629,1.38629,0.0,3,3,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,0,1158667886,1,1,6.3039,3,0,4,1.38629,1,3,3,0.0,1.0,1.38629,1.38629,0.0,3,3,0,"{""rule"": ""max_undirected_degree"", ""degree"": 3}"
20260819T065858Z,eig+meek,none,0,1158667886,1,1,6.3039,3,0,4,1.38629,1,3,3,0.0,1.0,1.38629,1.38629,0.0,3,3,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,0,1158667886,1,0,3.5394,3,0,4,1.38629,1,3,3,0.0,1.0,0.56234,1.38629,0.82396,3,2,1,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260819T065858Z,random+meek,none,1,1470120545,1,4,6.6872,3,3,6,1.79176,1,1,2,1.0,0.5,0.63651,1.09861,0.4621,0,0,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,1,1470120545,2,5,3.2031,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,1,1470120545,3,2,2.8495,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,1470120545,1,5,3.2031,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,maxdeg+meek,none,1,1470120545,2,2,2.8495,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,eig+meek,none,1,1470120545,1,5,3.2031,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 6, ""mec_entropy_nats"": 1.79176, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,1,1470120545,2,2,2.8495,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,1470120545,1,5,3.2031,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T065858Z,oracle+meek,none,1,1470120545,2,2,2.8495,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T065858Z,random+meek,none,1,1004126917,1,4,3.8866,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,1004126917,1,4,3.8866,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,eig+meek,none,1,1004126917,1,4,3.8866,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,1004126917,1,4,3.8866,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T065858Z,random+meek,none,1,1343008841,1,5,2.9731,2,0,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,2,1,1,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,1343008841,1,0,5.3271,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,0,2,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,eig+meek,none,1,1343008841,1,0,5.3271,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,0,2,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,1343008841,1,0,5.3271,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,0,2,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T065858Z,random+meek,none,1,848528041,1,1,5.6769,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,1,848528041,2,5,3.1771,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,848528041,1,1,5.6769,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,maxdeg+meek,none,1,848528041,2,4,3.3591,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,eig+meek,none,1,848528041,1,1,5.6769,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,1,848528041,2,4,3.3591,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,848528041,1,1,5.6769,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T065858Z,oracle+meek,none,1,848528041,2,4,3.3591,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T065858Z,random+meek,none,1,433882786,1,3,3.0007,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,1,433882786,2,1,3.0714,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,433882786,1,1,3.0714,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,maxdeg+meek,none,1,433882786,2,2,6.194,1,1,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,0,0,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,maxdeg+meek,none,1,433882786,3,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
20260819T065858Z,eig+meek,none,1,433882786,1,1,3.0714,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,1,433882786,2,2,6.194,1,1,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,0,0,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,1,433882786,3,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,433882786,1,1,3.0714,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T065858Z,oracle+meek,none,1,433882786,2,2,6.194,1,1,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,0,0,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T065858Z,oracle+meek,none,1,433882786,3,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T065858Z,random+meek,none,1,920829464,1,3,3.0893,2,0,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,2,2,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,920829464,1,4,5.4018,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,eig+meek,none,1,920829464,1,4,5.4018,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,920829464,1,3,3.0893,2,0,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T065858Z,random+meek,none,1,424836758,1,2,3.2643,4,0,5,1.60944,1,4,4,0.0,1.0,0.95027,1.05492,0.10465,4,4,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,424836758,1,0,11.7254,4,3,5,1.60944,1,2,4,2.0,0.5,0.95027,1.05492,0.10465,1,1,0,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,maxdeg+meek,none,1,424836758,2,2,3.2643,3,0,4,1.38629,1,3,3,0.0,1.0,1.03972,1.03972,0.0,3,3,0,"{""rule"": ""max_undirected_degree"", ""degree"": 2}"
20260819T065858Z,eig+meek,none,1,424836758,1,3,6.1926,4,2,5,1.60944,1,3,4,1.0,0.75,1.05492,1.05492,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.05492, ""mec_size"": 5, ""mec_entropy_nats"": 1.60944, ""mec_exhaustive"": true}"
20260819T065858Z,eig+meek,none,1,424836758,2,2,3.2643,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T065858Z,oracle+meek,none,1,424836758,1,2,3.2643,4,0,5,1.60944,1,4,4,0.0,1.0,0.95027,1.05492,0.10465,4,4,0,"{""rule"": ""max_true_gain"", ""gain"": 4}"
20260819T065858Z,random+meek,none,1,1036482875,1,0,10.8191,4,1,8,2.07944,1,2,3,1.0,0.66667,1.32089,1.55958,0.23869,3,1,2,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,random+meek,none,1,1036482875,2,1,3.012,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""uniform_over_open_targets""}"
20260819T065858Z,maxdeg+meek,none,1,1036482875,1,1,3.012,4,1,8,2.07944,1,3,3,0.0,1.0,1.55958,1.55958,0.0,3,3,0,"{""rule"": ""max_undirected_degree"", ""degree"": 3}"
20260819T065858Z,maxdeg+meek,none,1,1036482875,2,0,10.8191,1,1,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,0,0,0,"{""rule"": ""max_undirected_degree"", ""degree"": 1}"
