run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,repair_evidence,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
20260820T064435Z,2026-08-20T06:44:38.823516+00:00,study2,probe_mec_only,,none,1,295485567,2954855670108,6,6,120,120,2,1,6,4,success,,0.017,1.0,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.8,0.6666666666666666,0.7272727272727272,2,1.0,0,1,5,0,0,1,0,0,0.727273,-1,-1,-0.0,-0.0,1.0,,,,,,,,0.909091,0,5,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:38.846642+00:00,study2,oracle,,none,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:38.852198+00:00,study2,pc_greedy_meek,,none,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,0.036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:35.141189+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,123393401,1233934010108,6,6,120,120,2,1,6,3,success,,3.812,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.5,2,1,7,0,2,48,48,1,1.0,4,2,2.93845,0.78105,0.65589,,,0,,4,4,1,1.0,3,3,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:38.302421+00:00,study2,probe_random_edits,,none,1,295485567,2954855670108,6,6,120,120,2,1,6,4,success,,1.237,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1.0,1,1,6,0,1,48,0,0,0.909091,-1,-1,2.05229,0.00066,0.99994,,,,,4,4,,0.909091,0,5,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:38.440413+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,295485567,2954855670108,6,6,120,120,2,1,6,4,success,,1.262,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1.0,1,1,6,0,1,48,48,0,0.909091,-1,-1,2.05166,0.00066,0.99994,,,0,,4,4,1,0.909091,0,5,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:38.645184+00:00,study2,probe_oracle_edits,,none,1,295485567,2954855670108,6,6,120,120,2,1,6,4,success,,1.175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,5,1,1.60947,0.0,1.0,,,,,0,1,,0.909091,0,5,0.5,0,1,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:38.891626+00:00,study2,probe_skel_only,,none,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,1.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,3,1,1.60944,0.0,1.0,,,,,,,,1.0,4,2,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:38.603602+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,295485567,2954855670108,6,6,120,120,2,1,6,4,success,,1.352,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1.0,1,1,6,0,1,48,48,0,0.909091,-1,-1,1.61743,0.0,1.0,,,0,,4,4,1,0.909091,0,5,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:39.958732+00:00,study2,oracle,,none,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:39.963545+00:00,study2,pc_greedy_meek,,none,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,0.018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:39.935871+00:00,study2,probe_mec_only,,none,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,0.174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,5,0,1,1.0,3,1,1.60944,0.0,1.0,,,,,,,,1.0,4,2,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:38.957916+00:00,study2,probe_random_edits,,none,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,1.533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,3,1,3.07123,1.11593,0.48661,,,,,4,4,,1.0,4,2,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:39.824057+00:00,study2,probe_oracle_edits,,none,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,3,1,1.60944,0.0,1.0,,,,,0,0,,1.0,4,2,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:39.704971+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,1.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,48,1,1.0,3,1,1.60944,0.0,1.0,,,0,,4,0,1,1.0,4,2,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:39.986995+00:00,study2,probe_skel_only,,none,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,1.231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,0,1,1.0,3,1,1.38796,0.0,1.0,,,,,,,,1.0,2,4,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:39.543099+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,325160078,3251600780108,6,6,120,120,2,1,6,4,success,,1.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,3,1,2.5714,0.99223,0.70104,,,0,,2,2,1,1.0,4,2,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:41.337618+00:00,study2,oracle,,none,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:41.222888+00:00,study2,probe_mec_only,,none,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,0.131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,4,0,1,1.0,3,1,1.38629,0.0,1.0,,,,,,,,1.0,2,4,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:41.341555+00:00,study2,pc_greedy_meek,,none,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,0.025,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,0.5,2,1,5,0,2,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:40.738056+00:00,study2,probe_oracle_edits,,none,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,1.354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,0,1,1.0,3,1,1.38796,0.0,1.0,,,,,0,0,,1.0,2,4,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:41.368232+00:00,study2,probe_skel_only,,none,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,0.839,1.0,0.8333333333333334,0.9090909090909091,0.5,0.6,0.5,0.5454545454545454,3,1.0,1,1,5,0,1,32,0,0,0.909091,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,3,2,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:41.377883+00:00,study2,probe_random_edits,,none,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,1.203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,1,1,1.83338,0.0,1.0,,,,,4,4,,0.909091,3,2,0.5,0,1,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:40.113708+00:00,study2,probe_random_edits,,none,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,2.534,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.6666666666666666,3,2,7,0,3,48,0,1,1.0,3,2,2.82696,0.7938,0.70254,,,,,4,4,,1.0,2,4,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:42.653276+00:00,study2,probe_mec_only,,none,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,0.151,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,0.5,2,1,5,0,2,6,0,0,0.909091,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,3,2,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:42.806753+00:00,study2,oracle,,none,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:42.809589+00:00,study2,pc_greedy_meek,,none,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,0.02,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,2,5,0,1,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:40.495726+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,2.815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6666666666666666,3,2,6,0,3,48,48,1,1.0,3,1,2.94493,0.25841,0.94709,,,0,,4,4,1,1.0,2,4,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:42.097890+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,1.226,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.5,0.5,4,1.0,1,1,6,0,1,48,48,0,0.909091,-1,-1,2.99331,0.0,1.0,,,0,,3,4,1,0.909091,3,2,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:40.707930+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1719885688,17198856880108,6,6,120,120,3,2,6,2,success,,2.617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6666666666666666,3,2,6,0,3,48,48,1,1.0,3,1,3.07377,0.19382,0.95902,,,0,,4,4,1,1.0,2,4,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:42.209785+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,1.238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,48,1,1.0,2,1,1.83332,0.0,1.0,,,0,,3,4,1,0.909091,3,2,0.5,0,1,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:42.584733+00:00,study2,probe_oracle_edits,,none,1,239607114,2396071140108,6,6,120,120,2,1,6,4,success,,1.185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,3,1,1.8333,0.0,1.0,,,,,0,1,,0.909091,3,2,0.5,0,1,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.773147+00:00,study2,probe_mec_only,,none,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,0.029,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,2,5,0,1,2,0,0,0.727273,-1,-1,0.69315,0.0,1.0,,,,,,,,0.909091,1,4,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.806073+00:00,study2,oracle,,none,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.809004+00:00,study2,pc_greedy_meek,,none,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,0.016,1.0,0.8333333333333334,0.9090909090909091,0.28571428571428575,0.4,0.3333333333333333,0.3636363636363636,4,1.0,1,2,5,0,1,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:42.832655+00:00,study2,probe_skel_only,,none,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,1.117,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,1.0,2,2,5,0,2,32,0,0,0.909091,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,1,4,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.321244+00:00,study2,probe_random_edits,,none,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,1.593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,0,1,1.0,7,1,2.79988,0.0,1.0,,,,,4,4,,0.909091,1,4,0.5,0,1,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.829286+00:00,study2,probe_skel_only,,none,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,1.114,1.0,0.8333333333333334,0.9090909090909091,0.5714285714285715,0.8,0.6666666666666666,0.7272727272727272,2,1.0,2,2,5,0,2,32,0,0,0.909091,-1,-1,2.50958,0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.368762+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,1.627,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,1.0,2,2,5,0,2,48,48,0,0.909091,-1,-1,2.82491,0.0,1.0,,,0,,4,4,1,0.909091,1,4,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:43.451886+00:00,study2,probe_oracle_edits,,none,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,1.718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,0,1,1.0,2,1,2.59943,0.0,1.0,,,,,0,1,,0.909091,1,4,0.5,0,1,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:45.174171+00:00,study2,probe_mec_only,,none,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,0.258,1.0,0.8333333333333334,0.9090909090909091,0.28571428571428575,0.4,0.3333333333333333,0.3636363636363636,4,1.0,2,2,5,0,2,6,0,0,0.545455,-1,-1,1.79176,-0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:45.438728+00:00,study2,oracle,,none,1,1580201974,15802019740108,6,6,120,120,3,2,6,6,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:45.442355+00:00,study2,pc_greedy_meek,,none,1,1580201974,15802019740108,6,6,120,120,3,2,6,6,success,,0.022,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,2,5,0,1,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.959505+00:00,study2,probe_random_edits,,none,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,1.888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,2,2,6,0,2,48,0,0,0.727273,-1,-1,3.08808,0.0,1.0,,,,,4,4,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:44.999465+00:00,study2,probe_oracle_edits,,none,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,1.074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,0,1,1.0,4,1,1.38629,0.0,1.0,,,,,0,1,,0.909091,5,0,0.5,0,1,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:43.330306+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1279549348,12795493480108,6,6,120,120,3,2,6,6,success,,2.785,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,0.6666666666666666,3,2,5,0,3,48,48,0,0.909091,-1,-1,2.91519,0.34399,0.91502,,,0,,2,3,1,0.909091,1,4,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:44.946602+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,1.207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,48,1,1.0,4,1,1.38629,0.0,1.0,,,0,,4,4,1,0.909091,5,0,0.5,0,1,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:44.920495+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1943031107,19430311070108,6,6,120,120,3,2,6,2,success,,1.321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,48,1,1.0,4,1,1.38629,0.0,1.0,,,0,,3,3,1,0.909091,5,0,0.5,0,1,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:45.466445+00:00,study2,probe_skel_only,,none,1,1580201974,15802019740108,6,6,120,120,3,2,6,6,success,,0.815,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,2,5,0,1,32,0,0,0.909091,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:46.283010+00:00,study2,oracle,,none,1,1078156455,10781564550108,6,6,120,120,3,2,6,6,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:46.287622+00:00,study2,pc_greedy_meek,,none,1,1078156455,10781564550108,6,6,120,120,3,2,6,6,success,,0.025,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,1.0,2,2,5,0,2,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:46.243864+00:00,study2,probe_mec_only,,none,1,1580201974,15802019740108,6,6,120,120,3,2,6,6,success,,0.193,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,2,5,0,1,6,0,0,0.727273,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:46.316987+00:00,study2,probe_skel_only,,none,1,1078156455,10781564550108,6,6,120,120,3,2,6,6,success,,1.168,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8333333333333334,0.9090909090909091,1,1.0,2,2,5,0,2,32,0,0,0.909091,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064435Z,2026-08-20T06:44:46.122086+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1580201974,15802019740108,6,6,120,120,3,2,6,6,success,,1.502,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,2,2,5,0,2,48,48,0,0.727273,-1,-1,2.25733,0.0,1.0,,,0,,3,1,1,0.909091,5,0,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064435Z,2026-08-20T06:44:46.159740+00:00,study2,probe_oracle_edits,,none,1,1580201974,15802019740108,6,6,120,120,3,2,6,6,success,,1.515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,2,6,0,2,48,0,1,1.0,14,1,2.57991,0.0,1.0,,,,,0,1,,0.909091,5,0,0.5,0,1,,,,,,,,,,
