graph,condition,run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
cancer,shared,20260820T055901Z,2026-08-20T05:59:09.983837+00:00,study2_semantic,oracle,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:10.006805+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.015,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,,,,,,,,,,,,,,,,,0.666667,,,,,,,,,,,,,,
cancer,anon,20260820T055901Z,2026-08-20T05:59:08.478933+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,1.674,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,38,38,0,0.857143,-1,-1,1.389,1.00093,0.58904,,,0,,1,4,,0.666667,2,0,0.5,0,1,1,0,0,710,81,0,791,0.0001551,1.5691
cancer,anon,20260820T055901Z,2026-08-20T05:59:09.035712+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,1.813,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,36,36,0,0.666667,-1,-1,1.11999,0.328,0.92198,,,0,,0,2,,0.666667,2,0,0.5,0,0,1,0,0,700,140,0,840,0.001155,1.7139
cancer,named,20260820T055901Z,2026-08-20T05:59:01.107941+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,10.151,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,6,6,0,0.666667,-1,-1,1.09861,0.0,1.0,,,0,,1,0,,0.666667,2,0,0.5,0,0,1,0,0,1512,362,0,1874,0.003322,4.5674
cancer,anon,20260820T055901Z,2026-08-20T05:59:09.261931+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,2.089,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,12,12,0,0.666667,-1,-1,2.18819,0.328,0.92198,,,0,,0,1,,0.666667,2,0,0.5,0,0,1,0,0,776,150,0,926,0.000838,2.0449
cancer,named,20260820T055901Z,2026-08-20T05:59:10.178610+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,1.57,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,2.14572,0.00729,0.9991,,,0,,2,4,,0.666667,2,0,0.5,0,2,1,0,0,804,83,0,887,0.0001704,1.4935
cancer,shared,20260820T055901Z,2026-08-20T05:59:11.783359+00:00,study2_semantic,probe_skel_only,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.029,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,4,0,0,0.666667,-1,-1,1.09861,0.0,1.0,,,,,,,,0.666667,2,0,0.5,0,0,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:11.844706+00:00,study2_semantic,probe_random_edits,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.117,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,0,0,0.857143,-1,-1,1.83354,0.02761,0.99628,,,,,2,4,,0.666667,2,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:11.995539+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,0.146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,36,0,1,1.0,1,1,0.26864,0.0,1.0,,,,,0,2,,0.666667,2,0,0.5,0,2,,,,,,,,,
cancer,named,20260820T055901Z,2026-08-20T05:59:10.876825+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,1.854,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,12,12,0,0.666667,-1,-1,1.76329,0.80247,0.71044,,,0,,0,1,,0.666667,2,0,0.5,0,0,1,0,0,794,150,0,944,0.0012705,1.8087
cancer,anon,20260820T055901Z,2026-08-20T05:59:09.071586+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260820,2654167437,5,4,60,60,1,0,4,0,success,,3.872,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,18,18,0,0.666667,-1,-1,2.18819,0.328,0.92198,,,0,,1,1,,0.666667,2,0,0.5,0,0,1,0,0,1406,291,0,1697,0.002861,3.8136
cancer,named,20260820T055901Z,2026-08-20T05:59:10.048278+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,3.267,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,1.70412,0.01228,0.99858,,,0,,2,3,,0.666667,2,0,0.5,0,1,1,0,0,1194,324,0,1518,0.0008231,3.1556
cancer,named,20260820T055901Z,2026-08-20T05:59:11.377317+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,2.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,36,36,1,1.0,1,1,0.26864,0.0,1.0,,,0,,0,2,,0.666667,2,0,0.5,0,2,1,0,0,863,165,0,1028,0.0009265,2.2919
cancer,anon,20260820T055901Z,2026-08-20T05:59:12.176234+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,2.033,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,30,30,0,0.666667,-1,-1,1.44142,1.07815,0.62212,,,0,,1,2,,0.666667,2,0,0.5,0,0,1,0,0,1098,171,0,1269,0.00057125,1.9422
cancer,shared,20260820T055901Z,2026-08-20T05:59:14.235699+00:00,study2_semantic,oracle,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:14.259477+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.022,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,,,,,,,,,,,,,,,,,0.666667,,,,,,,,,,,,,,
cancer,anon,20260820T055901Z,2026-08-20T05:59:12.764944+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,1.859,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.96217,0.5691,0.74803,,,0,,2,2,,0.666667,2,0,0.5,0,2,1,0,0,709,83,0,792,0.00015615,1.7783
cancer,anon,20260820T055901Z,2026-08-20T05:59:12.971006+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,1.841,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.39679,0.01058,0.99875,,,0,,2,2,,0.666667,2,0,0.5,0,1,1,0,0,699,168,0,867,0.00128025,1.7577
cancer,anon,20260820T055901Z,2026-08-20T05:59:13.793460+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,2.258,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.50924,0.82073,0.70857,,,0,,0,2,,0.666667,2,0,0.5,0,1,1,0,0,768,152,0,920,0.00084,2.1584
cancer,named,20260820T055901Z,2026-08-20T05:59:11.288940+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,5.331,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.96217,0.5691,0.74803,,,0,,2,2,,0.666667,2,0,0.5,0,2,1,0,0,1511,379,0,1890,0.003406,5.2506
cancer,named,20260820T055901Z,2026-08-20T05:59:14.838593+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.265,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.38629,0.0,1.0,,,0,,1,2,,0.666667,2,0,0.5,0,1,1,0,0,795,192,0,987,0.00146025,2.1914
cancer,named,20260820T055901Z,2026-08-20T05:59:14.308178+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.887,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,44,44,0,0.666667,-1,-1,1.38775,1.52519,0.37677,,,0,,1,3,,0.666667,2,0,0.5,0,0,1,0,0,1196,279,0,1475,0.00075787,2.7878
cancer,shared,20260820T055901Z,2026-08-20T05:59:17.206037+00:00,study2_semantic,probe_skel_only,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.019,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,4,0,0,0.666667,-1,-1,1.09861,0.0,1.0,,,,,,,,0.666667,2,0,0.5,0,0,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:17.244524+00:00,study2_semantic,probe_random_edits,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.079,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,0,0,0.857143,-1,-1,1.52282,0.0,1.0,,,,,2,4,,0.666667,2,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:17.358162+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,0,1,1.0,1,1,6e-05,6e-05,1.0,,,,,0,2,,0.666667,2,0,0.5,0,2,,,,,,,,,
cancer,anon,20260820T055901Z,2026-08-20T05:59:13.344811+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260821,2654167568,5,4,60,60,1,0,4,0,success,,4.077,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.83265,0.01849,0.99735,,,0,,1,2,,0.666667,2,0,0.5,0,1,1,0,0,1405,283,0,1688,0.00282,3.9711
cancer,named,20260820T055901Z,2026-08-20T05:59:14.651828+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,3.28,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.81571,0.0,1.0,,,0,,2,3,,0.666667,2,0,0.5,0,1,1,0,0,805,187,0,992,0.00023295,3.1747
cancer,named,20260820T055901Z,2026-08-20T05:59:16.645818+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.17,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.30299,0.69315,0.5,,,0,,0,3,,0.666667,2,0,0.5,0,2,1,0,0,866,186,0,1052,0.000991,2.0412
cancer,anon,20260820T055901Z,2026-08-20T05:59:17.501087+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,1.573,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,12,12,0,0.666667,-1,-1,1.77758,0.81763,0.70077,,,0,,0,1,,0.666667,2,0,0.5,0,0,1,0,0,700,106,0,806,0.001002,1.5038
cancer,shared,20260820T055901Z,2026-08-20T05:59:19.101731+00:00,study2_semantic,oracle,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:19.128213+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.012,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
cancer,anon,20260820T055901Z,2026-08-20T05:59:17.469471+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.022,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.81571,0.0,1.0,,,0,,2,3,,0.666667,2,0,0.5,0,1,1,0,0,710,99,0,809,0.0001659,1.9433
cancer,anon,20260820T055901Z,2026-08-20T05:59:17.442076+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.119,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,,0.666667,2,0,0.5,0,0,1,0,0,1100,188,0,1288,0.0005967,2.021
cancer,named,20260820T055901Z,2026-08-20T05:59:16.077638+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,4.84,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,,0.666667,2,0,0.5,0,0,1,0,0,1512,382,0,1894,0.003422,4.7582
cancer,named,20260820T055901Z,2026-08-20T05:59:19.600778+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,1.841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,36,36,1,1.0,1,1,0.98082,0.00032,0.99997,,,0,,2,1,,0.857143,3,0,0.5,0,1,1,0,0,794,132,0,926,0.0011895,1.7433
cancer,named,20260820T055901Z,2026-08-20T05:59:19.166178+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.76177,0.39015,0.91174,,,0,,2,2,,0.857143,3,0,0.5,0,1,1,0,0,1198,214,0,1412,0.00066339,2.3997
cancer,shared,20260820T055901Z,2026-08-20T05:59:21.717346+00:00,study2_semantic,probe_skel_only,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.041,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.3863,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
cancer,anon,20260820T055901Z,2026-08-20T05:59:17.961165+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,3.904,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,,0.666667,2,0,0.5,0,0,1,0,0,1406,325,0,1731,0.003031,3.7677
cancer,shared,20260820T055901Z,2026-08-20T05:59:21.797905+00:00,study2_semantic,probe_random_edits,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,0,1,1.0,1,1,1.22062,0.0,1.0,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,shared,20260820T055901Z,2026-08-20T05:59:21.917962+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,24,0,1,1.0,1,1,0.98082,0.00032,0.99997,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
cancer,named,20260820T055901Z,2026-08-20T05:59:19.568578+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.3314,0.19741,0.95196,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,804,107,0,911,0.0001848,2.4239
cancer,anon,20260820T055901Z,2026-08-20T05:59:18.848458+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,3.943,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.30299,0.69315,0.5,,,0,,0,3,,0.666667,2,0,0.5,0,2,1,0,0,771,209,0,980,0.0010125,3.8162
cancer,named,20260820T055901Z,2026-08-20T05:59:21.467693+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.69436,1.22097,0.48935,,,0,,0,2,,0.857143,3,0,0.5,0,1,1,0,0,867,175,0,1042,0.0009585,2.628
cancer,anon,20260820T055901Z,2026-08-20T05:59:22.133433+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.22062,0.00044,0.99996,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,709,102,0,811,0.00016755,1.8774
cancer,anon,20260820T055901Z,2026-08-20T05:59:22.037315+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.4,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.64237,1.06899,0.51012,,,0,,2,2,,0.857143,3,0,0.5,0,0,1,0,0,1102,187,0,1289,0.00059582,2.1048
