arm,condition,model_tag,graph,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
probe,anon,claude-haiku-4.5,asia,12,12,0,0.744749,0.169342,0.648935,0.840564,0.69213,0.233447,0.560045,0.824215,0.812309,0.053532,0.78202,0.842597,3.25,1.544786,2.375955,4.124045,0.805556,0.171643,0.708439,0.902672,2.5,0.6742,2.118536,2.881464,2.5,0.6742,2.118536,2.881464,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.833241,0.04829,0.805919,0.860564,-1.0,0.0,-1.0,-1.0,1.988622,0.438494,1.740521,2.236724,1e-06,3e-06,-1e-06,2e-06,1.0,0.0,1.0,1.0,,,,,,,,,0.783379,0.073116,0.74201,0.824748,1825.5,1.977142,1824.381327,1826.618673,257.25,34.63347,237.654269,276.845731,2082.75,34.144413,2063.43098,2102.06902,0.003112,0.000173,0.003014,0.003209,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3835,0.550265,4.072158,4.694842,1.833333,0.57735,1.506667,2.16,2.583333,0.514929,2.291985,2.874682,0.25,0.452267,-0.005894,0.505894,0.916667,0.996205,0.353011,1.480323
probe,anon,claude-haiku-4.5,cancer,12,12,0,0.776786,0.106374,0.716599,0.836972,0.793651,0.093784,0.740588,0.846714,0.776786,0.106374,0.716599,0.836972,1.5,0.6742,1.118536,1.881464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,34.833333,8.632216,29.949197,39.717469,0.0,0.0,0.0,0.0,0.784722,0.092278,0.732511,0.836934,-1.0,0.0,-1.0,-1.0,1.644775,0.434659,1.398844,1.890706,0.614003,0.526649,0.316023,0.911982,0.724533,0.256831,0.579217,0.869848,,,,,,,,,0.72123,0.085313,0.67296,0.769501,1405.75,0.965307,1405.203826,1406.296174,285.916667,51.80463,256.605438,315.227895,1691.666667,51.888575,1662.307941,1721.025392,0.002835,0.000259,0.002689,0.002982,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.79675,0.581373,3.467807,4.125693,0.916667,0.288675,0.753333,1.08,2.0,0.953463,1.460528,2.539472,0.0,0.0,0.0,0.0,0.416667,0.668558,0.038394,0.794939
probe,anon,claude-haiku-4.5,earthquake,12,12,0,0.776786,0.106374,0.716599,0.836972,0.793651,0.093784,0.740588,0.846714,0.776786,0.106374,0.716599,0.836972,1.5,0.6742,1.118536,1.881464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,34.833333,8.632216,29.949197,39.717469,0.0,0.0,0.0,0.0,0.784722,0.092278,0.732511,0.836934,-1.0,0.0,-1.0,-1.0,1.644775,0.434659,1.398844,1.890706,0.614003,0.526649,0.316023,0.911982,0.724533,0.256831,0.579217,0.869848,,,,,,,,,0.72123,0.085313,0.67296,0.769501,1405.75,0.965307,1405.203826,1406.296174,285.916667,51.80463,256.605438,315.227895,1691.666667,51.888575,1662.307941,1721.025392,0.002835,0.000259,0.002689,0.002982,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.825167,0.308787,3.650454,3.999879,0.916667,0.288675,0.753333,1.08,2.0,0.953463,1.460528,2.539472,0.0,0.0,0.0,0.0,0.416667,0.668558,0.038394,0.794939
probe,anon,claude-haiku-4.5,sachs,12,12,0,0.405251,0.098982,0.349246,0.461255,1.0,0.0,1.0,1.0,0.633787,0.085123,0.585625,0.68195,12.5,1.882938,11.434628,13.565372,0.916667,0.123091,0.847021,0.986312,3.0,0.953463,2.460528,3.539472,3.0,0.953463,2.460528,3.539472,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.470747,0.083503,0.423501,0.517994,-1.0,0.0,-1.0,-1.0,2.962731,0.459623,2.702674,3.222787,0.000317,0.001094,-0.000302,0.000936,0.999964,0.000124,0.999894,1.000034,,,,,,,,,0.616529,0.084475,0.568733,0.664326,2425.5,2.679891,2423.983709,2427.016291,283.333333,54.58327,252.449941,314.216725,2708.833333,53.994669,2678.282974,2739.383693,0.003842,0.000272,0.003688,0.003996,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.053167,1.086461,4.438444,5.66789,2.083333,0.792961,1.634673,2.531994,2.583333,1.378954,1.803116,3.36355,0.25,0.452267,-0.005894,0.505894,1.666667,1.302678,0.929607,2.403726
probe,anon,claude-haiku-4.5,survey,12,12,0,0.646128,0.233032,0.514278,0.777978,0.664478,0.21617,0.542168,0.786788,0.773737,0.130967,0.699636,0.847839,3.0,1.858641,1.948375,4.051625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,0.0,48.0,48.0,0.083333,0.288675,-0.08,0.246667,0.788384,0.131301,0.714094,0.862674,-0.833333,0.57735,-1.16,-0.506667,2.035582,0.982806,1.479507,2.591656,0.559192,0.505605,0.273119,0.845264,0.676662,0.27198,0.522775,0.83055,,,,,,,,,0.751515,0.108261,0.690261,0.81277,1525.916667,1.621354,1524.999299,1526.834034,258.166667,60.554759,223.904587,292.428747,1784.083333,60.07035,1750.095333,1818.071334,0.002817,0.000302,0.002646,0.002988,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.742583,0.495419,3.462274,4.022893,1.5,0.797724,1.048645,1.951355,2.083333,0.514929,1.791985,2.374682,0.083333,0.288675,-0.08,0.246667,0.583333,0.668558,0.205061,0.961606
probe,anon,gemini-3-flash-preview,asia,12,12,0,0.771642,0.146889,0.688532,0.854752,0.810185,0.191659,0.701744,0.918626,0.845948,0.070121,0.806273,0.885622,2.916667,1.621354,1.999299,3.834034,0.805556,0.171643,0.708439,0.902672,2.5,0.6742,2.118536,2.881464,2.5,0.6742,2.118536,2.881464,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.830785,0.085337,0.7825,0.879069,-1.0,0.0,-1.0,-1.0,2.505528,0.574025,2.180743,2.830314,0.094158,0.226245,-0.033853,0.222168,0.945233,0.147298,0.861891,1.028574,,,,,,,,,0.783379,0.073116,0.74201,0.824748,1362.5,41.596547,1338.964538,1386.035462,189.416667,59.37624,155.821396,223.011937,1551.916667,88.486731,1501.850586,1601.982748,0.001249,0.00019,0.001142,0.001357,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.280833,5.240965,4.315478,10.246188,0.416667,0.514929,0.125318,0.708015,2.833333,0.717741,2.427233,3.239433,0.333333,0.492366,0.054751,0.611916,1.333333,0.651339,0.964804,1.701863
probe,anon,gemini-3-flash-preview,cancer,12,12,0,0.853175,0.125373,0.782238,0.924111,0.880952,0.142857,0.800123,0.961781,0.853175,0.125373,0.782238,0.924111,1.0,0.738549,0.582127,1.417873,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,35.5,14.969666,27.030114,43.969886,0.25,0.452267,-0.005894,0.505894,0.853175,0.125373,0.782238,0.924111,-0.5,0.904534,-1.011788,0.011788,1.977404,0.471978,1.710357,2.244451,0.588683,0.365223,0.382039,0.795328,0.726103,0.204035,0.61066,0.841547,,,,,,,,,0.72123,0.085313,0.67296,0.769501,783.666667,29.459783,766.998226,800.335108,153.25,26.795946,138.088766,168.411234,936.916667,46.957347,910.348047,963.485287,0.000852,8.7e-05,0.000802,0.000901,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.256833,3.942747,2.026014,6.487653,0.083333,0.288675,-0.08,0.246667,2.083333,0.996205,1.519677,2.646989,0.0,0.0,0.0,0.0,1.0,0.738549,0.582127,1.417873
probe,anon,gemini-3-flash-preview,earthquake,12,12,0,0.853175,0.125373,0.782238,0.924111,0.880952,0.142857,0.800123,0.961781,0.853175,0.125373,0.782238,0.924111,1.0,0.738549,0.582127,1.417873,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,37.5,13.020962,30.132697,44.867303,0.25,0.452267,-0.005894,0.505894,0.853175,0.125373,0.782238,0.924111,-0.5,0.904534,-1.011788,0.011788,2.000227,0.465467,1.736864,2.263589,0.644921,0.314818,0.466796,0.823046,0.707962,0.186382,0.602506,0.813417,,,,,,,,,0.72123,0.085313,0.67296,0.769501,789.833333,33.768822,770.726824,808.939843,152.916667,30.02562,135.928073,169.905261,942.75,55.353615,911.430744,974.069256,0.000854,0.0001,0.000797,0.00091,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.088083,4.651972,2.455982,7.720184,0.083333,0.288675,-0.08,0.246667,2.083333,0.900337,1.57392,2.592747,0.0,0.0,0.0,0.0,1.0,0.738549,0.582127,1.417873
probe,anon,gemini-3-flash-preview,sachs,12,12,0,0.450556,0.105261,0.390999,0.510113,1.0,0.0,1.0,1.0,0.706197,0.087039,0.65695,0.755443,11.666667,2.059715,10.501273,12.83206,0.9375,0.113067,0.873526,1.001474,2.583333,1.1645,1.924455,3.242211,2.583333,1.1645,1.924455,3.242211,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.512125,0.075811,0.469231,0.555019,-1.0,0.0,-1.0,-1.0,2.72293,0.655787,2.351884,3.093976,0.057763,0.200095,-0.055452,0.170977,0.958333,0.144338,0.876667,1.04,,,,,,,,,0.616529,0.084475,0.568733,0.664326,2179.75,36.695615,2158.987501,2200.512499,184.166667,30.715212,166.7879,201.545434,2363.916667,48.763732,2336.325988,2391.507345,0.001642,9.5e-05,0.001589,0.001696,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.620167,5.288548,4.627889,10.612444,0.916667,1.083625,0.303548,1.529785,3.333333,0.778499,2.892856,3.773811,0.416667,0.514929,0.125318,0.708015,3.083333,0.900337,2.57392,3.592747
probe,anon,gemini-3-flash-preview,survey,12,12,0,0.711597,0.179849,0.609837,0.813356,0.74899,0.167009,0.654496,0.843484,0.810723,0.112854,0.746869,0.874576,2.666667,1.556998,1.785712,3.547621,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,47.333333,2.309401,46.026667,48.64,0.083333,0.288675,-0.08,0.246667,0.819697,0.120878,0.751304,0.88809,-0.666667,1.154701,-1.32,-0.013333,2.011848,0.876591,1.51587,2.507826,0.603955,0.629071,0.248025,0.959885,0.668548,0.306207,0.495295,0.841801,,,,,,,,,0.751515,0.108261,0.690261,0.81277,944.75,29.020761,928.329959,961.170041,166.75,31.28498,149.048856,184.451144,1111.5,51.471969,1082.376992,1140.623008,0.000973,0.000101,0.000915,0.00103,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.78825,4.06344,2.489143,7.087357,0.25,0.452267,-0.005894,0.505894,2.583333,0.792961,2.134673,3.031994,0.083333,0.288675,-0.08,0.246667,1.083333,0.792961,0.634673,1.531994
probe,anon,gpt-4o-mini-2024-07-18,asia,12,12,0,0.707898,0.15839,0.61828,0.797515,0.68254,0.186512,0.577011,0.788069,0.787583,0.079033,0.742867,0.8323,3.666667,1.435481,2.854467,4.478867,0.833333,0.174078,0.73484,0.931827,2.416667,0.668558,2.038394,2.794939,2.416667,0.668558,2.038394,2.794939,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.818773,0.060084,0.784777,0.852768,-1.0,0.0,-1.0,-1.0,2.455586,0.72744,2.043998,2.867174,0.06973,0.182094,-0.0333,0.17276,0.972019,0.082509,0.925336,1.018703,,,,,,,,,0.783379,0.073116,0.74201,0.824748,1129.25,1.76455,1128.251612,1130.248388,80.166667,11.456109,73.684763,86.64857,1209.416667,11.073788,1203.151081,1215.682252,0.000217,7e-06,0.000214,0.000221,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6875,0.647882,2.320926,3.054074,3.666667,0.492366,3.388084,3.945249,3.166667,1.114641,2.535999,3.797334,0.25,0.452267,-0.005894,0.505894,0.75,0.753778,0.32351,1.17649
probe,anon,gpt-4o-mini-2024-07-18,cancer,12,12,0,0.820437,0.11022,0.758074,0.882799,0.837302,0.089568,0.786624,0.887979,0.820437,0.11022,0.758074,0.882799,1.25,0.753778,0.82351,1.67649,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,36.333333,8.391915,31.58516,41.081506,0.083333,0.288675,-0.08,0.246667,0.837302,0.089568,0.786624,0.887979,-0.833333,0.57735,-1.16,-0.506667,1.745034,0.472872,1.477482,2.012586,0.474935,0.546755,0.165579,0.784291,0.795432,0.258273,0.6493,0.941563,,,,,,,,,0.72123,0.085313,0.67296,0.769501,709.5,1.243163,708.796614,710.203386,90.5,12.929881,83.184231,97.815769,800.0,12.820438,792.746154,807.253846,0.000161,8e-06,0.000156,0.000165,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0045,0.216792,1.881839,2.127161,2.166667,0.57735,1.84,2.493333,3.25,0.965307,2.703826,3.796174,0.083333,0.288675,-0.08,0.246667,0.833333,0.717741,0.427233,1.239433
probe,anon,gpt-4o-mini-2024-07-18,earthquake,12,12,0,0.820437,0.11022,0.758074,0.882799,0.837302,0.089568,0.786624,0.887979,0.820437,0.11022,0.758074,0.882799,1.25,0.753778,0.82351,1.67649,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,36.333333,8.391915,31.58516,41.081506,0.083333,0.288675,-0.08,0.246667,0.837302,0.089568,0.786624,0.887979,-0.833333,0.57735,-1.16,-0.506667,1.745034,0.472872,1.477482,2.012586,0.474935,0.546755,0.165579,0.784291,0.795432,0.258273,0.6493,0.941563,,,,,,,,,0.72123,0.085313,0.67296,0.769501,709.5,1.243163,708.796614,710.203386,91.583333,13.714348,83.823711,99.342956,801.083333,13.813421,793.267655,808.899012,0.000161,8e-06,0.000157,0.000166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.161417,0.560622,1.844215,2.478618,2.166667,0.57735,1.84,2.493333,3.25,0.965307,2.703826,3.796174,0.083333,0.288675,-0.08,0.246667,0.833333,0.717741,0.427233,1.239433
probe,anon,gpt-4o-mini-2024-07-18,sachs,12,12,0,0.379215,0.105697,0.319411,0.439019,1.0,0.0,1.0,1.0,0.614976,0.084488,0.567172,0.662779,13.083333,2.020726,11.94,14.226667,0.916667,0.123091,0.847021,0.986312,3.0,0.852803,2.517481,3.482519,3.0,0.852803,2.517481,3.482519,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.455444,0.089948,0.404551,0.506336,-1.0,0.0,-1.0,-1.0,3.017972,0.879188,2.520524,3.515419,0.115527,0.269807,-0.037131,0.268185,0.916667,0.194625,0.806547,1.026786,,,,,,,,,0.616529,0.084475,0.568733,0.664326,1728.916667,2.35327,1727.585179,1730.248154,89.833333,19.770655,78.647032,101.019634,1818.75,20.881157,1806.935373,1830.564627,0.000313,1.2e-05,0.000306,0.00032,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.825417,1.310574,3.08389,4.566943,4.0,0.0,4.0,4.0,1.416667,1.443376,0.6,2.233333,0.083333,0.288675,-0.08,0.246667,0.666667,0.984732,0.109502,1.223831
probe,anon,gpt-4o-mini-2024-07-18,survey,12,12,0,0.700758,0.168577,0.605376,0.796139,0.71633,0.165631,0.622616,0.810044,0.784091,0.115897,0.718516,0.849666,2.583333,1.311372,1.841355,3.325312,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,0.0,48.0,48.0,0.083333,0.288675,-0.08,0.246667,0.80101,0.107389,0.740249,0.861771,-0.833333,0.57735,-1.16,-0.506667,1.971035,0.915973,1.452775,2.489295,0.495353,0.442191,0.24516,0.745545,0.746348,0.234801,0.613496,0.879199,,,,,,,,,0.751515,0.108261,0.690261,0.81277,829.583333,1.564279,828.698259,830.468408,92.166667,13.388145,84.591611,99.741723,921.75,13.094933,914.340844,929.159156,0.00018,8e-06,0.000175,0.000184,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.396417,0.388486,2.17661,2.616223,2.833333,0.834847,2.360974,3.305693,3.0,1.128152,2.361688,3.638312,0.083333,0.288675,-0.08,0.246667,0.666667,0.651339,0.298137,1.035196
