level,seed,model_tag,d,n_obs,n_remove,correct_remove,n_add,correct_add,pc_fp,pc_fn,n_pc_adj,n_non_adj,chance_remove,chance_add,pc_skeleton_f1
0,1761685205,gpt-4o-mini-2024-07-18,4,300,2,0,0,0,0,0,4,2,0.0,0.0,1.0
0,1761685205,qwen3-coder-30b-a3b-instruct,4,300,0,0,1,0,0,0,4,2,0.0,0.0,1.0
0,1943031107,gpt-4o-mini-2024-07-18,4,300,1,0,2,1,0,1,3,3,0.0,0.333333,0.857143
0,1943031107,qwen3-coder-30b-a3b-instruct,4,300,1,0,3,1,0,1,3,3,0.0,0.333333,0.857143
1,113229833,gpt-4o-mini-2024-07-18,6,300,4,0,2,0,0,0,6,9,0.0,0.0,1.0
1,113229833,qwen3-coder-30b-a3b-instruct,6,300,2,0,4,0,0,0,6,9,0.0,0.0,1.0
1,115210587,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,115210587,qwen3-coder-30b-a3b-instruct,6,300,3,0,4,0,0,0,6,9,0.0,0.0,1.0
1,490919193,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,490919193,qwen3-coder-30b-a3b-instruct,6,300,2,0,2,0,0,0,6,9,0.0,0.0,1.0
1,672264874,gpt-4o-mini-2024-07-18,6,300,4,0,0,0,0,0,6,9,0.0,0.0,1.0
1,672264874,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,961883866,gpt-4o-mini-2024-07-18,6,300,4,0,1,0,0,0,6,9,0.0,0.0,1.0
1,961883866,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1013733486,gpt-4o-mini-2024-07-18,6,300,2,0,1,0,0,1,5,10,0.0,0.1,0.909091
1,1013733486,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,1,5,10,0.0,0.1,0.909091
1,1160858884,gpt-4o-mini-2024-07-18,6,300,3,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1160858884,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1170454109,gpt-4o-mini-2024-07-18,6,300,4,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1170454109,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1205066770,gpt-4o-mini-2024-07-18,6,300,4,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1205066770,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1209483262,gpt-4o-mini-2024-07-18,6,300,3,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1209483262,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1221181939,gpt-4o-mini-2024-07-18,6,300,4,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1221181939,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1409296086,gpt-4o-mini-2024-07-18,6,300,3,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1409296086,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1511305649,gpt-4o-mini-2024-07-18,6,300,3,0,0,0,0,0,6,9,0.0,0.0,1.0
1,1511305649,qwen3-coder-30b-a3b-instruct,6,300,2,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1528591101,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1528591101,qwen3-coder-30b-a3b-instruct,6,300,2,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1851410617,gpt-4o-mini-2024-07-18,6,300,4,0,3,0,0,0,6,9,0.0,0.0,1.0
1,1851410617,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1868687150,gpt-4o-mini-2024-07-18,6,300,4,0,4,1,0,1,5,10,0.0,0.1,0.909091
1,1868687150,qwen3-coder-30b-a3b-instruct,6,300,2,0,3,0,0,1,5,10,0.0,0.1,0.909091
1,1871593145,gpt-4o-mini-2024-07-18,6,300,4,0,4,0,1,0,7,8,0.142857,0.0,0.923077
1,1871593145,qwen3-coder-30b-a3b-instruct,6,300,4,1,4,0,1,0,7,8,0.142857,0.0,0.923077
1,1922145947,gpt-4o-mini-2024-07-18,6,300,4,0,2,0,0,0,6,9,0.0,0.0,1.0
1,1922145947,qwen3-coder-30b-a3b-instruct,6,300,3,0,4,0,0,0,6,9,0.0,0.0,1.0
1,1971979182,gpt-4o-mini-2024-07-18,6,300,4,0,3,0,0,1,5,10,0.0,0.1,0.909091
1,1971979182,qwen3-coder-30b-a3b-instruct,6,300,1,0,2,1,0,1,5,10,0.0,0.1,0.909091
1,2139245632,gpt-4o-mini-2024-07-18,6,300,4,0,3,1,0,1,5,10,0.0,0.1,0.909091
1,2139245632,qwen3-coder-30b-a3b-instruct,6,300,4,0,4,1,0,1,5,10,0.0,0.1,0.909091
2,134103161,gpt-4o-mini-2024-07-18,8,300,4,0,1,0,0,1,7,21,0.0,0.047619,0.933333
2,134103161,qwen3-coder-30b-a3b-instruct,8,300,3,0,4,0,0,1,7,21,0.0,0.047619,0.933333
2,503996499,gpt-4o-mini-2024-07-18,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,503996499,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,533573537,gpt-4o-mini-2024-07-18,8,300,3,0,1,0,0,1,7,21,0.0,0.047619,0.933333
2,533573537,qwen3-coder-30b-a3b-instruct,8,300,2,0,1,0,0,1,7,21,0.0,0.047619,0.933333
2,556456621,gpt-4o-mini-2024-07-18,8,300,4,0,1,0,1,1,8,20,0.125,0.05,0.875
2,556456621,qwen3-coder-30b-a3b-instruct,8,300,4,1,4,0,1,1,8,20,0.125,0.05,0.875
2,627331919,gpt-4o-mini-2024-07-18,8,300,4,0,0,0,0,0,8,20,0.0,0.0,1.0
2,627331919,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,651663323,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,651663323,qwen3-coder-30b-a3b-instruct,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,662646296,gpt-4o-mini-2024-07-18,8,300,2,0,0,0,0,0,8,20,0.0,0.0,1.0
2,662646296,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,758067905,gpt-4o-mini-2024-07-18,8,300,4,0,1,0,0,0,8,20,0.0,0.0,1.0
2,758067905,qwen3-coder-30b-a3b-instruct,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,840147761,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,0,8,20,0.0,0.0,1.0
2,840147761,qwen3-coder-30b-a3b-instruct,8,300,2,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1030526534,gpt-4o-mini-2024-07-18,8,300,4,0,0,0,0,0,8,20,0.0,0.0,1.0
2,1030526534,qwen3-coder-30b-a3b-instruct,8,300,3,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1119542432,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,1119542432,qwen3-coder-30b-a3b-instruct,8,300,0,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,1433384377,gpt-4o-mini-2024-07-18,8,300,4,0,0,0,0,0,8,20,0.0,0.0,1.0
2,1433384377,qwen3-coder-30b-a3b-instruct,8,300,3,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1609266496,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,0,8,20,0.0,0.0,1.0
2,1609266496,qwen3-coder-30b-a3b-instruct,8,300,4,0,1,0,0,0,8,20,0.0,0.0,1.0
2,1721816806,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1721816806,qwen3-coder-30b-a3b-instruct,8,300,2,0,4,1,0,1,7,21,0.0,0.047619,0.933333
2,1752581339,gpt-4o-mini-2024-07-18,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1752581339,qwen3-coder-30b-a3b-instruct,8,300,0,0,0,0,0,0,8,20,0.0,0.0,1.0
2,1783356814,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,0,8,20,0.0,0.0,1.0
2,1783356814,qwen3-coder-30b-a3b-instruct,8,300,4,0,4,0,0,0,8,20,0.0,0.0,1.0
2,1839574529,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,1839574529,qwen3-coder-30b-a3b-instruct,8,300,0,0,2,1,0,1,7,21,0.0,0.047619,0.933333
2,1978285055,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,1978285055,qwen3-coder-30b-a3b-instruct,8,300,3,0,3,1,0,1,7,21,0.0,0.047619,0.933333
2,2026775707,gpt-4o-mini-2024-07-18,8,300,4,0,2,0,0,1,7,21,0.0,0.047619,0.933333
2,2026775707,qwen3-coder-30b-a3b-instruct,8,300,4,0,3,0,0,1,7,21,0.0,0.047619,0.933333
2,2104762058,gpt-4o-mini-2024-07-18,8,300,4,0,3,0,0,0,8,20,0.0,0.0,1.0
2,2104762058,qwen3-coder-30b-a3b-instruct,8,300,3,0,2,0,0,0,8,20,0.0,0.0,1.0
3,78839347,gpt-4o-mini-2024-07-18,10,300,4,0,0,0,0,0,10,35,0.0,0.0,1.0
3,78839347,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,323349292,gpt-4o-mini-2024-07-18,10,300,4,0,4,1,0,1,9,36,0.0,0.027778,0.947368
3,323349292,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,339217399,gpt-4o-mini-2024-07-18,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,339217399,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,339674944,gpt-4o-mini-2024-07-18,10,300,4,0,0,0,0,0,10,35,0.0,0.0,1.0
3,339674944,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,391619620,gpt-4o-mini-2024-07-18,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,391619620,qwen3-coder-30b-a3b-instruct,10,300,3,0,2,0,0,0,10,35,0.0,0.0,1.0
3,480675235,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,480675235,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,504859557,gpt-4o-mini-2024-07-18,10,300,3,0,4,0,0,0,10,35,0.0,0.0,1.0
3,504859557,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,637853625,gpt-4o-mini-2024-07-18,10,300,4,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,637853625,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,676109358,gpt-4o-mini-2024-07-18,10,300,4,0,2,0,1,2,9,36,0.111111,0.055556,0.842105
3,676109358,qwen3-coder-30b-a3b-instruct,10,300,4,1,1,1,1,2,9,36,0.111111,0.055556,0.842105
3,736747954,gpt-4o-mini-2024-07-18,10,300,4,0,3,0,0,1,9,36,0.0,0.027778,0.947368
3,736747954,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,742044693,gpt-4o-mini-2024-07-18,10,300,4,0,0,0,0,0,10,35,0.0,0.0,1.0
3,742044693,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,954083804,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,954083804,qwen3-coder-30b-a3b-instruct,10,300,0,0,0,0,0,0,10,35,0.0,0.0,1.0
3,1033665004,gpt-4o-mini-2024-07-18,10,300,4,1,3,1,2,3,9,36,0.222222,0.083333,0.736842
3,1033665004,qwen3-coder-30b-a3b-instruct,10,300,4,1,4,0,2,3,9,36,0.222222,0.083333,0.736842
3,1174578865,gpt-4o-mini-2024-07-18,10,300,4,0,3,1,0,1,9,36,0.0,0.027778,0.947368
3,1174578865,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1309251856,gpt-4o-mini-2024-07-18,10,300,4,0,3,0,0,0,10,35,0.0,0.0,1.0
3,1309251856,qwen3-coder-30b-a3b-instruct,10,300,4,0,3,0,0,0,10,35,0.0,0.0,1.0
3,1353275089,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,1353275089,qwen3-coder-30b-a3b-instruct,10,300,4,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1510310179,gpt-4o-mini-2024-07-18,10,300,4,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1510310179,qwen3-coder-30b-a3b-instruct,10,300,4,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1547522469,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,1,0,11,34,0.090909,0.0,0.952381
3,1547522469,qwen3-coder-30b-a3b-instruct,10,300,0,0,0,0,1,0,11,34,0.090909,0.0,0.952381
3,1904586005,gpt-4o-mini-2024-07-18,10,300,4,0,0,0,1,2,9,36,0.111111,0.055556,0.842105
3,1904586005,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,1,2,9,36,0.111111,0.055556,0.842105
3,2107566692,gpt-4o-mini-2024-07-18,10,300,4,1,4,0,1,2,9,36,0.111111,0.055556,0.842105
3,2107566692,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,1,2,9,36,0.111111,0.055556,0.842105
