arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
llm+meek,qwen3-coder-30b-a3b-instruct,3,10,10,0,0.8957,0.087138,0.841691,0.949709,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.6,1.173788,0.872479,2.327521,1.0,0.0,1.0,1.0,0.4,0.699206,-0.033372,0.833372,0.333333,0.666667,-0.079871,0.746537,0.905556,0.177719,0.795404,1.015708,0.04408,0.120135,-0.030381,0.118541,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.0,0.666667,1.586796,2.413204,2.0,0.666667,1.586796,2.413204,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.4,0.699206,-0.033372,0.833372,1728.1,669.133179,1313.366959,2142.833041,110.6,34.890941,88.974371,132.225629,1838.7,702.139912,1403.509174,2273.890826,0.000516,0.000267,0.000351,0.000682,2.0,0.666667,1.586796,2.413204,0.0,0.0,0.0,0.0,4.3646,2.605275,2.749834,5.979366
maxdeg+meek,none,0,10,10,0,0.742857,0.268625,0.576362,0.909352,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.3,1.159502,0.581333,2.018667,1.0,0.0,1.0,1.0,0.3,0.483046,0.000605,0.599395,0.277778,0.440959,-0.010315,0.565871,0.907408,0.146985,0.811378,1.003438,0.0,0.0,0.0,0.0,0.944444,0.166667,0.835556,1.053333,0.0,0.0,0.0,0.0,1.2,0.632456,0.808,1.592,1.2,0.632456,0.808,1.592,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.2,0.421637,-0.061333,0.461333,,,,,,,,,,,,,,,,,,,,,,,,,0.5891,1.846735,-0.555518,1.733718
maxdeg+meek,none,1,10,10,0,0.782424,0.20057,0.65811,0.906739,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.6,1.429841,0.713776,2.486224,1.0,0.0,1.0,1.0,0.2,0.632456,-0.192,0.592,0.2,0.632456,-0.192,0.592,0.95,0.158114,0.852,1.048,0.010465,0.033093,-0.010046,0.030976,0.85,0.337474,0.640831,1.059169,0.0,0.0,0.0,0.0,1.5,0.527046,1.173333,1.826667,1.5,0.527046,1.173333,1.826667,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.3,0.674949,-0.118337,0.718337,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,0.001729,0.009028,0.011172
maxdeg+meek,none,2,10,10,0,0.906548,0.109899,0.838432,0.974664,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.1,1.286684,0.302505,1.897495,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.010465,0.033093,-0.010046,0.030976,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0173,0.002669,0.015646,0.018954
maxdeg+meek,none,3,10,10,0,0.91462,0.079622,0.86527,0.96397,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.3,0.948683,0.712,1.888,1.0,0.0,1.0,1.0,0.1,0.316228,-0.096,0.296,0.1,0.316228,-0.096,0.296,0.966667,0.105408,0.901334,1.032,0.005889,0.018623,-0.005653,0.017431,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.0,0.666667,1.586796,2.413204,2.0,0.666667,1.586796,2.413204,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.1,0.316228,-0.096,0.296,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.011963,0.027585,0.042415
oracle+meek,none,0,10,10,0,0.7,0.246977,0.546922,0.853078,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.4,1.074968,0.733728,2.066272,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.249482,0.297615,0.065018,0.433946,0.851853,0.17568,0.737076,0.966631,0.0,0.0,0.0,0.0,1.1,0.567646,0.748169,1.451831,1.1,0.567646,0.748169,1.451831,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5895,1.846244,-0.554814,1.733814
oracle+meek,none,1,10,10,0,0.802424,0.212154,0.67093,0.933919,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.4,1.505545,0.466853,2.333147,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.056675,0.146199,-0.03394,0.14729,0.85,0.337474,0.640831,1.059169,0.0,0.0,0.0,0.0,1.5,0.527046,1.173333,1.826667,1.5,0.527046,1.173333,1.826667,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.1,0.316228,-0.096,0.296,,,,,,,,,,,,,,,,,,,,,,,,,0.0111,0.001595,0.010111,0.012089
oracle+meek,none,2,10,10,0,0.919048,0.112978,0.849023,0.989072,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.0,1.333333,0.173591,1.826409,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.102885,0.290449,-0.077137,0.282907,0.977778,0.066667,0.934222,1.021333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0182,0.003259,0.01618,0.02022
oracle+meek,none,3,10,10,0,0.909357,0.099635,0.847602,0.971111,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.3,1.159502,0.581333,2.018667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.147577,0.238338,-0.000146,0.2953,0.96,0.126491,0.8816,1.0384,0.0,0.0,0.0,0.0,2.0,0.666667,1.586796,2.413204,2.0,0.666667,1.586796,2.413204,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0359,0.015659,0.026194,0.045606
random+meek,none,0,10,10,0,0.719048,0.261255,0.55712,0.880975,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.4,1.074968,0.733728,2.066272,1.0,0.0,1.0,1.0,0.3,0.483046,0.000605,0.599395,0.277778,0.440959,-0.010315,0.565871,0.916667,0.131761,0.830583,1.002751,0.095477,0.166896,-0.007966,0.19892,0.907408,0.188398,0.784321,1.030494,0.0,0.0,0.0,0.0,1.2,0.632456,0.808,1.592,1.2,0.632456,0.808,1.592,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.2,0.421637,-0.061333,0.461333,,,,,,,,,,,,,,,,,,,,,,,,,0.5899,1.846805,-0.554762,1.734562
random+meek,none,1,10,10,0,0.794848,0.175874,0.685841,0.903856,0.852381,0.318609,0.654905,1.049857,0.956061,0.060795,0.918379,0.993742,1.5,1.178511,0.769551,2.230449,1.0,0.0,1.0,1.0,0.2,0.421637,-0.061333,0.461333,0.1,0.210819,-0.030667,0.230667,0.958333,0.090011,0.902544,1.014122,0.172964,0.213273,0.040776,0.305152,0.9,0.210819,0.769333,1.030667,0.0,0.0,0.0,0.0,1.5,0.527046,1.173333,1.826667,1.5,0.527046,1.173333,1.826667,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.2,0.421637,-0.061333,0.461333,,,,,,,,,,,,,,,,,,,,,,,,,0.0119,0.002132,0.010579,0.013221
random+meek,none,2,10,10,0,0.866227,0.111758,0.796958,0.935496,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.7,1.337494,0.871013,2.528987,1.0,0.0,1.0,1.0,1.1,1.449138,0.201815,1.998185,0.777778,1.063929,0.082678,1.472878,0.74537,0.284468,0.559517,0.931223,0.441531,0.347347,0.226243,0.656819,0.977778,0.066667,0.934222,1.021333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.7,1.05935,0.043408,1.356592,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,0.002885,0.017112,0.020688
random+meek,none,3,10,10,0,0.855057,0.096314,0.795361,0.914753,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,2.3,1.418136,1.42103,3.17897,1.0,0.0,1.0,1.0,3.2,2.780887,1.476388,4.923612,1.483333,1.109581,0.795607,2.171059,0.577778,0.224545,0.438604,0.716952,0.704164,0.316815,0.5078,0.900528,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,0.737865,1.642667,2.557333,2.1,0.737865,1.642667,2.557333,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,1.2,1.229273,0.438089,1.961911,,,,,,,,,,,,,,,,,,,,,,,,,0.0379,0.010268,0.031536,0.044264
